"","Especies","Uno","Key1","Dos","Key2"
"251","Pareques fuscovittatus","Presencia ausencia de Pareques fuscovittatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Pareques fuscovittatus","Diversidad Funcional de Pareques fuscovittatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Pareques fuscovittatus"
"252","Pontinus furcirhinus","Presencia ausencia de Pontinus furcirhinus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Pontinus furcirhinus","Diversidad Funcional de Pontinus furcirhinus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Pontinus furcirhinus"
"253","Scorpaena guttata","Presencia ausencia de Scorpaena guttata en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Scorpaena guttata","Diversidad Funcional de Scorpaena guttata en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Scorpaena guttata"
"254","Scorpaena histrio","Presencia ausencia de Scorpaena histrio en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Scorpaena histrio","Diversidad Funcional de Scorpaena histrio en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Scorpaena histrio"
"255","Scorpaena mystes","Presencia ausencia de Scorpaena mystes en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Scorpaena mystes","Diversidad Funcional de Scorpaena mystes en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Scorpaena mystes"
"256","Scorpaena plumieri","Presencia ausencia de Scorpaena plumieri en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Scorpaena plumieri","Diversidad Funcional de Scorpaena plumieri en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Scorpaena plumieri"
"257","Scorpaenodes xyris","Presencia ausencia de Scorpaenodes xyris en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Scorpaenodes xyris","Diversidad Funcional de Scorpaenodes xyris en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Scorpaenodes xyris"
"258","Sebastes constellatus","Presencia ausencia de Sebastes constellatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Sebastes constellatus","Diversidad Funcional de Sebastes constellatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Sebastes constellatus"
"259","Sebastes exsul","Presencia ausencia de Sebastes exsul en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Sebastes exsul","Diversidad Funcional de Sebastes exsul en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Sebastes exsul"
"260","Alphestes immaculatus","Presencia ausencia de Alphestes immaculatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Alphestes immaculatus","Diversidad Funcional de Alphestes immaculatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Alphestes immaculatus"
"261","Alphestes multiguttatus","Presencia ausencia de Alphestes multiguttatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Alphestes multiguttatus","Diversidad Funcional de Alphestes multiguttatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Alphestes multiguttatus"
"262","Dermatolepis dermatolepis","Presencia ausencia de Dermatolepis dermatolepis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Dermatolepis dermatolepis","Diversidad Funcional de Dermatolepis dermatolepis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Dermatolepis dermatolepis"
"263","Hyporthodus acanthistius","Presencia ausencia de Hyporthodus acanthistius en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Hyporthodus acanthistius","Diversidad Funcional de Hyporthodus acanthistius en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Hyporthodus acanthistius"
"264","Epinephelus analogus","Presencia ausencia de Epinephelus analogus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Epinephelus analogus","Diversidad Funcional de Epinephelus analogus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Epinephelus analogus"
"265","Epinephelus itajara","Presencia ausencia de Epinephelus itajara en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Epinephelus itajara","Diversidad Funcional de Epinephelus itajara en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Epinephelus itajara"
"266","Epinephelus labriformis","Presencia ausencia de Epinephelus labriformis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Epinephelus labriformis","Diversidad Funcional de Epinephelus labriformis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Epinephelus labriformis"
"267","Hyporthodus niphobles","Presencia ausencia de Hyporthodus niphobles en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Hyporthodus niphobles","Diversidad Funcional de Hyporthodus niphobles en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Hyporthodus niphobles"
"268","Cephalopholis panamensis","Presencia ausencia de Cephalopholis panamensis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Cephalopholis panamensis","Diversidad Funcional de Cephalopholis panamensis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Cephalopholis panamensis"
"269","Hemanthias peruanus","Presencia ausencia de Hemanthias peruanus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Hemanthias peruanus","Diversidad Funcional de Hemanthias peruanus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Hemanthias peruanus"
"270","Hemanthias signifer","Presencia ausencia de Hemanthias signifer en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Hemanthias signifer","Diversidad Funcional de Hemanthias signifer en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Hemanthias signifer"
"271","Liopropoma fasciatum","Presencia ausencia de Liopropoma fasciatum en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Liopropoma fasciatum","Diversidad Funcional de Liopropoma fasciatum en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Liopropoma fasciatum"
"272","Mycteroperca jordani","Presencia ausencia de Mycteroperca jordani en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Mycteroperca jordani","Diversidad Funcional de Mycteroperca jordani en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Mycteroperca jordani"
"273","Mycteroperca prionura","Presencia ausencia de Mycteroperca prionura en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Mycteroperca prionura","Diversidad Funcional de Mycteroperca prionura en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Mycteroperca prionura"
"274","Mycteroperca rosacea","Presencia ausencia de Mycteroperca rosacea en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Mycteroperca rosacea","Diversidad Funcional de Mycteroperca rosacea en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Mycteroperca rosacea"
"275","Mycteroperca xenarcha","Presencia ausencia de Mycteroperca xenarcha en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Mycteroperca xenarcha","Diversidad Funcional de Mycteroperca xenarcha en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Mycteroperca xenarcha"
"276","Paralabrax auroguttatus","Presencia ausencia de Paralabrax auroguttatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Paralabrax auroguttatus","Diversidad Funcional de Paralabrax auroguttatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Paralabrax auroguttatus"
"277","Paralabrax maculatofasciatus","Presencia ausencia de Paralabrax maculatofasciatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Paralabrax maculatofasciatus","Diversidad Funcional de Paralabrax maculatofasciatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Paralabrax maculatofasciatus"
"278","Paralabrax nebulifer","Presencia ausencia de Paralabrax nebulifer en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Paralabrax nebulifer","Diversidad Funcional de Paralabrax nebulifer en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Paralabrax nebulifer"
"279","Paranthias colonus","Presencia ausencia de Paranthias colonus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Paranthias colonus","Diversidad Funcional de Paranthias colonus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Paranthias colonus"
"280","Pronotogrammus multifasciatus","Presencia ausencia de Pronotogrammus multifasciatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Pronotogrammus multifasciatus","Diversidad Funcional de Pronotogrammus multifasciatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Pronotogrammus multifasciatus"
"281","Pseudogramma thaumasia","Presencia ausencia de Pseudogramma thaumasia en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Pseudogramma thaumasia","Diversidad Funcional de Pseudogramma thaumasia en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Pseudogramma thaumasia"
"282","Rypticus bicolor","Presencia ausencia de Rypticus bicolor en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Rypticus bicolor","Diversidad Funcional de Rypticus bicolor en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Rypticus bicolor"
"283","Rypticus nigripinnis","Presencia ausencia de Rypticus nigripinnis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Rypticus nigripinnis","Diversidad Funcional de Rypticus nigripinnis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Rypticus nigripinnis"
"284","Serranus psittacinus","Presencia ausencia de Serranus psittacinus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Serranus psittacinus","Diversidad Funcional de Serranus psittacinus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Serranus psittacinus"
"285","Calamus brachysomus","Presencia ausencia de Calamus brachysomus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Calamus brachysomus","Diversidad Funcional de Calamus brachysomus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Calamus brachysomus"
"286","Cosmocampus arctus","Presencia ausencia de Cosmocampus arctus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Cosmocampus arctus","Diversidad Funcional de Cosmocampus arctus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Cosmocampus arctus"
"287","Doryrhamphus excisus","Presencia ausencia de Doryrhamphus excisus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Doryrhamphus excisus","Diversidad Funcional de Doryrhamphus excisus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Doryrhamphus excisus"
"288","Hippocampus ingens","Presencia ausencia de Hippocampus ingens en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Hippocampus ingens","Diversidad Funcional de Hippocampus ingens en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Hippocampus ingens"
"289","Synodus lacertinus","Presencia ausencia de Synodus lacertinus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Synodus lacertinus","Diversidad Funcional de Synodus lacertinus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Synodus lacertinus"
"290","Arothron hispidus","Presencia ausencia de Arothron hispidus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Arothron hispidus","Diversidad Funcional de Arothron hispidus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Arothron hispidus"
"291","Arothron meleagris","Presencia ausencia de Arothron meleagris en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Arothron meleagris","Diversidad Funcional de Arothron meleagris en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Arothron meleagris"
"292","Canthigaster punctatissima","Presencia ausencia de Canthigaster punctatissima en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Canthigaster punctatissima","Diversidad Funcional de Canthigaster punctatissima en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Canthigaster punctatissima"
"293","Sphoeroides annulatus","Presencia ausencia de Sphoeroides annulatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Sphoeroides annulatus","Diversidad Funcional de Sphoeroides annulatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Sphoeroides annulatus"
"294","Sphoeroides lobatus","Presencia ausencia de Sphoeroides lobatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Sphoeroides lobatus","Diversidad Funcional de Sphoeroides lobatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Sphoeroides lobatus"
"295","Axoclinus lucillae","Presencia ausencia de Axoclinus lucillae en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Axoclinus lucillae","Diversidad Funcional de Axoclinus lucillae en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Axoclinus lucillae"
"296","Axoclinus multicinctus","Presencia ausencia de Axoclinus multicinctus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Axoclinus multicinctus","Diversidad Funcional de Axoclinus multicinctus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Axoclinus multicinctus"
"297","Axoclinus nigricaudus","Presencia ausencia de Axoclinus nigricaudus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Axoclinus nigricaudus","Diversidad Funcional de Axoclinus nigricaudus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Axoclinus nigricaudus"
"298","Crocodilichthys gracilis","Presencia ausencia de Crocodilichthys gracilis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Crocodilichthys gracilis","Diversidad Funcional de Crocodilichthys gracilis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Crocodilichthys gracilis"
"299","Enneanectes carminalis","Presencia ausencia de Enneanectes carminalis en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Enneanectes carminalis","Diversidad Funcional de Enneanectes carminalis en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Enneanectes carminalis"
"300","Enneanectes reticulatus","Presencia ausencia de Enneanectes reticulatus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Enneanectes reticulatus","Diversidad Funcional de Enneanectes reticulatus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Enneanectes reticulatus"
"301","Lepidonectes clarkhubbsi","Presencia ausencia de Lepidonectes clarkhubbsi en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Lepidonectes clarkhubbsi","Diversidad Funcional de Lepidonectes clarkhubbsi en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Lepidonectes clarkhubbsi"
"302","Zanclus cornutus","Presencia ausencia de Zanclus cornutus en el Golfo de California","Vertebrados; Abundancia; Diversidad; Peces; Presencia; Ausencia; Zanclus cornutus","Diversidad Funcional de Zanclus cornutus en el Golfo de Calfornia","Ecologia; Comunidades; Peces; Vertebrados; Diversidad; Fucional; Zanclus cornutus"
