"","NOMBRE_OFICINA","NOMBRE_PRINCIPAL","Min_Y","Max_Y","DATA.POINTS","LOCALIZACION","Key_Pro","Key_Valor","Uno","dos"
"370","BAHIA KINO","MOJARRA",2012,2016,3,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en BAHIA KINO"
"371","BAHIA KINO","OSTION",2012,2014,3,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en BAHIA KINO"
"372","BAHIA TORTUGAS","OSTION",2012,2012,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en BAHIA TORTUGAS"
"373","BARRA DE NAVIDAD","CAMARON",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en BARRA DE NAVIDAD"
"374","BARRA DE NAVIDAD","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en BARRA DE NAVIDAD"
"375","BARRA DE NAVIDAD","OTRAS",2016,2016,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en BARRA DE NAVIDAD"
"376","CD. ALTAMIRANO","MOJARRA",2012,2017,4,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en CD. ALTAMIRANO"
"377","CD. CONSTITUCION","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en CD. CONSTITUCION"
"378","CD. OBREGON","CAMARON",2013,2017,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en CD. OBREGON"
"379","CD. OBREGON","MOJARRA",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en CD. OBREGON"
"380","CD. OBREGON","OSTION",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en CD. OBREGON"
"381","CHAPALA","BAGRE",2016,2017,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en CHAPALA"
"382","CHAPALA","MOJARRA",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en CHAPALA"
"383","CHAPALA","OTRAS",2016,2016,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en CHAPALA"
"384","COLIMA","BAGRE",2016,2016,1,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en COLIMA"
"385","COLIMA","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en COLIMA"
"386","COLIMA","MOJARRA",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en COLIMA"
"387","CUITZEO","MOJARRA",2013,2017,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en CUITZEO"
"388","CUITZEO","OTRAS",2013,2017,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en CUITZEO"
"389","CUITZEO","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en CUITZEO"
"390","CULIACAN","ALMEJA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en CULIACAN"
"391","CULIACAN","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en CULIACAN"
"392","CULIACAN","MOJARRA",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en CULIACAN"
"393","EL FUERTE","BAGRE",2015,2016,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en EL FUERTE"
"394","EL FUERTE","MOJARRA",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en EL FUERTE"
"395","EL FUERTE","OSTION",2016,2016,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en EL FUERTE"
"396","EL RANCHITO (COAHUAYANA)","MOJARRA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en EL RANCHITO (COAHUAYANA)"
"397","EL ROSARIO","ABULON",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ABULON en EL ROSARIO"
"398","EL ROSARIO","CAMARON",2012,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en EL ROSARIO"
"399","EL ROSARIO","LANGOSTA",2016,2017,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de LANGOSTA en EL ROSARIO"
"400","EL ROSARIO","LOBINA",2017,2017,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de LOBINA en EL ROSARIO"
"401","EL ROSARIO","MOJARRA",2012,2017,4,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en EL ROSARIO"
"402","EL ROSARIO","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en EL ROSARIO"
"403","EL ROSARIO","OTRAS",2013,2013,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en EL ROSARIO"
"404","ENSENADA","ABULON",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ABULON en ENSENADA"
"405","ENSENADA","ALMEJA",2013,2017,3,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en ENSENADA"
"406","ENSENADA","ATUN",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ATUN en ENSENADA"
"407","ENSENADA","CORVINA",2013,2017,5,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CORVINA en ENSENADA"
"408","ENSENADA","LOBINA",2013,2017,5,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de LOBINA en ENSENADA"
"409","ENSENADA","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en ENSENADA"
"410","ENSENADA","OTRAS",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en ENSENADA"
"411","ENSENADA","SARGAZO",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de SARGAZO en ENSENADA"
"412","ENSENADA","TRUCHA",2013,2014,2,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en ENSENADA"
"413","ESCUINAPA","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en ESCUINAPA"
"414","ESCUINAPA","MOJARRA",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en ESCUINAPA"
"415","GUADALAJARA","BAGRE",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en GUADALAJARA"
"416","GUADALAJARA","CAMARON",2012,2016,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en GUADALAJARA"
"417","GUADALAJARA","CARPA",2012,2012,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CARPA en GUADALAJARA"
"418","GUADALAJARA","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en GUADALAJARA"
"419","GUADALAJARA","OTRAS",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en GUADALAJARA"
"420","GUADALAJARA","PECES DE ORNATO",2017,2017,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de PECES DE ORNATO en GUADALAJARA"
"421","GUADALAJARA","TRUCHA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en GUADALAJARA"
"422","GUASAVE","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en GUASAVE"
"423","GUASAVE","MOJARRA",2014,2017,4,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en GUASAVE"
"424","GUASAVE","OSTION",2015,2015,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en GUASAVE"
"425","GUASAVE","OTRAS",2015,2017,3,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en GUASAVE"
"426","GUAYMAS","CAMARON",2013,2017,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en GUAYMAS"
"427","GUERRERO NEGRO","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en GUERRERO NEGRO"
"428","HERMOSILLO","MOJARRA",2016,2016,1,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en HERMOSILLO"
"429","HUATABAMPO","CAMARON",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en HUATABAMPO"
"430","HUATABAMPO","OSTION",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en HUATABAMPO"
"431","JUCHITAN","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en JUCHITAN"
"432","LA PAZ","ALMEJA",2013,2016,4,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en LA PAZ"
"433","LA PAZ","ATUN",2012,2013,2,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ATUN en LA PAZ"
"434","LA PAZ","CAMARON",2013,2017,5,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en LA PAZ"
"435","LA PAZ","JUREL",2014,2017,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de JUREL en LA PAZ"
"436","LA PAZ","MOJARRA",2017,2017,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en LA PAZ"
"437","LA PAZ","OSTION",2013,2016,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en LA PAZ"
"438","LA PAZ","OTRAS",2013,2016,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en LA PAZ"
"439","LA REFORMA","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en LA REFORMA"
"440","LA REFORMA","MOJARRA",2014,2017,3,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en LA REFORMA"
"441","LA REFORMA","OSTION",2012,2012,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en LA REFORMA"
"442","LAZARO CARDENAS","BAGRE",2012,2013,2,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en LAZARO CARDENAS"
"443","LAZARO CARDENAS","MOJARRA",2012,2016,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en LAZARO CARDENAS"
"444","LAZARO CARDENAS","TRUCHA",2012,2012,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en LAZARO CARDENAS"
"445","LOS MOCHIS","ALMEJA",2013,2015,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en LOS MOCHIS"
"446","LOS MOCHIS","CAMARON",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en LOS MOCHIS"
"447","LOS MOCHIS","MOJARRA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en LOS MOCHIS"
"448","LOS MOCHIS","OSTION",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en LOS MOCHIS"
"449","MANZANILLO","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en MANZANILLO"
"450","MANZANILLO","MOJARRA",2012,2017,5,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en MANZANILLO"
"451","MARQUELIA CRUZ GRANDE","MOJARRA",2015,2017,3,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en MARQUELIA CRUZ GRANDE"
"452","MAZATLAN","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en MAZATLAN"
"453","MAZATLAN","MOJARRA",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en MAZATLAN"
"454","MAZATLAN","OTRAS",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en MAZATLAN"
"455","MEXICALI","CAMARON",2014,2014,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en MEXICALI"
"456","MEXICALI","MOJARRA",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en MEXICALI"
"457","NAVOLATO","ALMEJA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en NAVOLATO"
"458","NAVOLATO","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en NAVOLATO"
"459","NAVOLATO","OSTION",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en NAVOLATO"
"460","NAVOLATO","OTRAS",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en NAVOLATO"
"461","NAVOLATO","PARGO",2015,2015,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de PARGO en NAVOLATO"
"462","NUEVA ITALIA","BAGRE",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en NUEVA ITALIA"
"463","NUEVA ITALIA","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en NUEVA ITALIA"
"464","NUEVA ITALIA","OTRAS",2016,2016,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en NUEVA ITALIA"
"465","NUEVA ITALIA","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en NUEVA ITALIA"
"466","OAXACA","MOJARRA",2013,2017,5,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en OAXACA"
"467","OAXACA","TRUCHA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en OAXACA"
"468","OCOTLAN","BAGRE",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en OCOTLAN"
"469","OCOTLAN","MOJARRA",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en OCOTLAN"
"470","OCOTLAN","OTRAS",2017,2017,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en OCOTLAN"
"471","PATZCUARO","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PATZCUARO"
"472","PATZCUARO","OTRAS",2015,2016,2,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en PATZCUARO"
"473","PATZCUARO","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en PATZCUARO"
"474","PENITA DE JALTEMBA","MOJARRA",2016,2016,1,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PENITA DE JALTEMBA"
"475","PIJIJIAPAN","CAMARON",2012,2016,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en PIJIJIAPAN"
"476","PIJIJIAPAN","MOJARRA",2015,2015,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PIJIJIAPAN"
"477","PINOTEPA NACIONAL","MOJARRA",2015,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PINOTEPA NACIONAL"
"478","PLAYAS DE CATAZAJA","MOJARRA",2017,2017,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PLAYAS DE CATAZAJA"
"479","PUERTO ANGEL","MOJARRA",2014,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PUERTO ANGEL"
"480","PUERTO ESCONDIDO","CAMARON",2015,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en PUERTO ESCONDIDO"
"481","PUERTO ESCONDIDO","MOJARRA",2013,2017,5,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PUERTO ESCONDIDO"
"482","PUERTO MADERO","MOJARRA",2015,2017,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PUERTO MADERO"
"483","PUERTO PENASCO","ALMEJA",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en PUERTO PENASCO"
"484","PUERTO PENASCO","MOJARRA",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PUERTO PENASCO"
"485","PUERTO PENASCO","OSTION",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en PUERTO PENASCO"
"486","PUERTO VALLARTA","ATUN",2012,2013,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ATUN en PUERTO VALLARTA"
"487","PUERTO VALLARTA","BAGRE",2013,2017,4,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en PUERTO VALLARTA"
"488","PUERTO VALLARTA","CAMARON",2012,2015,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en PUERTO VALLARTA"
"489","PUERTO VALLARTA","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en PUERTO VALLARTA"
"490","PUERTO VALLARTA","OSTION",2012,2014,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en PUERTO VALLARTA"
"491","PUNTA ABREOJOS","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OSTION en PUNTA ABREOJOS"
"492","RAUDALES MALPASO","MOJARRA",2013,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en RAUDALES MALPASO"
"493","SAHUAYO (COJUMATLAN)","BAGRE",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de BAGRE en SAHUAYO (COJUMATLAN)"
"494","SAHUAYO (COJUMATLAN)","CARPA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CARPA en SAHUAYO (COJUMATLAN)"
"495","SAHUAYO (COJUMATLAN)","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en SAHUAYO (COJUMATLAN)"
"496","SAHUAYO (COJUMATLAN)","PECES DE ORNATO",2016,2016,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de PECES DE ORNATO en SAHUAYO (COJUMATLAN)"
"497","SALINA CRUZ","CAMARON",2017,2017,1,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en SALINA CRUZ"
