"","MMID","Short_Title","Keywords","Author","Institution","Dataset_Available","Subject_name","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
"47",377,"Reconstructed Catch of Selar crumenophthalmus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Selar crumenophthalmus","Andres Cisneros-Montemayor","SAU",1,"Selar crumenophthalmus","Atlantic",NA,NA,1954,1966,5,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=26","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,21,-92
"48",378,"Reconstructed Catch of Alopias superciliosus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Alopias superciliosus","Andres Cisneros-Montemayor","SAU",1,"Alopias superciliosus","Atlantic",NA,NA,1994,2010,8,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=27","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-88
"49",379,"Reconstructed Catch of Thunnus obesus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Thunnus obesus","Andres Cisneros-Montemayor","SAU",1,"Thunnus obesus","Atlantic",NA,NA,1954,2010,32,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=28","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-91
"50",380,"Reconstructed Catch of Istiophoridae in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Istiophoridae","Andres Cisneros-Montemayor","SAU",1,"Istiophoridae","Atlantic",NA,NA,1967,2010,29,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=29","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-87
"51",381,"Reconstructed Catch of Pogonias cromis in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Pogonias cromis","Andres Cisneros-Montemayor","SAU",1,"Pogonias cromis","Atlantic",NA,NA,1964,2010,47,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=30","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-96
"52",382,"Reconstructed Catch of Mycteroperca bonaci in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mycteroperca bonaci","Andres Cisneros-Montemayor","SAU",1,"Mycteroperca bonaci","Atlantic",NA,NA,1954,1966,5,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=31","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,23,-97
"53",383,"Reconstructed Catch of Menippe mercenaria in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Menippe mercenaria","Andres Cisneros-Montemayor","SAU",1,"Menippe mercenaria","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=32","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-94
"54",384,"Reconstructed Catch of Thunnus atlanticus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Thunnus atlanticus","Andres Cisneros-Montemayor","SAU",1,"Thunnus atlanticus","Atlantic",NA,NA,1985,2000,7,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=33","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-93
"55",385,"Reconstructed Catch of Carcharhinus limbatus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinus limbatus","Andres Cisneros-Montemayor","SAU",1,"Carcharhinus limbatus","Atlantic",NA,NA,1994,1994,1,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=34","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-96
"56",386,"Reconstructed Catch of Callinectes sapidus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Callinectes sapidus","Andres Cisneros-Montemayor","SAU",1,"Callinectes sapidus","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=35","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,25,-91
"57",387,"Reconstructed Catch of Makaira nigricans in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Makaira nigricans","Andres Cisneros-Montemayor","SAU",1,"Makaira nigricans","Atlantic",NA,NA,1954,2010,32,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=36","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,21,-95
"58",388,"Reconstructed Catch of Caranx crysos in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Caranx crysos","Andres Cisneros-Montemayor","SAU",1,"Caranx crysos","Atlantic",NA,NA,1954,2010,11,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=37","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,23,-89
"59",389,"Reconstructed Catch of Prionace glauca in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Prionace glauca","Andres Cisneros-Montemayor","SAU",1,"Prionace glauca","Atlantic",NA,NA,1986,2010,16,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=38","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,23,-94
"60",390,"Reconstructed Catch of Joturus pichardi in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Joturus pichardi","Andres Cisneros-Montemayor","SAU",1,"Joturus pichardi","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=39","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-93
"61",391,"Reconstructed Catch of Panulirus argus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Panulirus argus","Andres Cisneros-Montemayor","SAU",1,"Panulirus argus","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=40","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,24,-87
"62",392,"Reconstructed Catch of Bivalvia in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Bivalvia","Andres Cisneros-Montemayor","SAU",1,"Bivalvia","Atlantic",NA,NA,1964,2010,47,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=41","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-92
"63",393,"Reconstructed Catch of Rachycentron canadum in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Rachycentron canadum","Andres Cisneros-Montemayor","SAU",1,"Rachycentron canadum","Atlantic",NA,NA,1970,2010,41,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=42","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,25,-90
"64",394,"Reconstructed Catch of Rachycentridae in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Rachycentridae","Andres Cisneros-Montemayor","SAU",1,"Rachycentridae","Atlantic",NA,NA,1970,2010,41,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=43","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-91
"65",395,"Reconstructed Catch of Coryphaena hippurus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Coryphaena hippurus","Andres Cisneros-Montemayor","SAU",1,"Coryphaena hippurus","Atlantic",NA,NA,1964,2010,43,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=44","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,25,-96
"66",396,"Reconstructed Catch of Octopus vulgaris in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Octopus vulgaris","Andres Cisneros-Montemayor","SAU",1,"Octopus vulgaris","Atlantic",NA,NA,1958,2010,53,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=45","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-96
"67",397,"Reconstructed Catch of Centropomus undecimalis in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Centropomus undecimalis","Andres Cisneros-Montemayor","SAU",1,"Centropomus undecimalis","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=46","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-95
"68",398,"Reconstructed Catch of Decapoda in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Decapoda","Andres Cisneros-Montemayor","SAU",1,"Decapoda","Atlantic",NA,NA,1964,1974,7,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=47","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,21,-96
"69",399,"Reconstructed Catch of Trichiuridae in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Trichiuridae","Andres Cisneros-Montemayor","SAU",1,"Trichiuridae","Atlantic",NA,NA,1998,2010,11,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=48","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-94
"70",400,"Reconstructed Catch of Coryphaena in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Coryphaena","Andres Cisneros-Montemayor","SAU",1,"Coryphaena","Atlantic",NA,NA,1964,2010,46,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=49","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,21,-96
"71",401,"Reconstructed Catch of Sciaenidae in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sciaenidae","Andres Cisneros-Montemayor","SAU",1,"Sciaenidae","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=50","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,23,-94
"72",402,"Reconstructed Catch of Harengula in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Harengula","Andres Cisneros-Montemayor","SAU",1,"Harengula","Atlantic",NA,NA,2005,2010,6,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=51","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,25,-91
"73",403,"Reconstructed Catch of Pleuronectiformes in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Pleuronectiformes","Andres Cisneros-Montemayor","SAU",1,"Pleuronectiformes","Atlantic",NA,NA,1964,2010,42,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=52","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,24,-90
"74",404,"Reconstructed Catch of Mugil cephalus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mugil cephalus","Andres Cisneros-Montemayor","SAU",1,"Mugil cephalus","Atlantic",NA,NA,1962,2010,49,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=53","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-92
"75",405,"Reconstructed Catch of Sphyraena barracuda in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sphyraena barracuda","Andres Cisneros-Montemayor","SAU",1,"Sphyraena barracuda","Atlantic",NA,NA,1954,1966,5,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=54","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,21,-88
"76",406,"Reconstructed Catch of Mugil in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mugil","Andres Cisneros-Montemayor","SAU",1,"Mugil","Atlantic",NA,NA,2005,2010,6,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=55","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-92
"77",407,"Reconstructed Catch of Lutjanus griseus in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus griseus","Andres Cisneros-Montemayor","SAU",1,"Lutjanus griseus","Atlantic",NA,NA,1954,2010,11,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=56","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,25,-96
"78",408,"Reconstructed Catch of Haemulon in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Haemulon","Andres Cisneros-Montemayor","SAU",1,"Haemulon","Atlantic",NA,NA,1954,2010,11,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=57","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,20,-92
"79",409,"Reconstructed Catch of Haemulidae in Mexico (Atlantic)","Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Haemulidae","Andres Cisneros-Montemayor","SAU",1,"Haemulidae","Atlantic",NA,NA,1950,2010,61,"Weight","Year","Area","SAU eeZ 944 v1-43","Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,"http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=58","NO",NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","Academic","Private","Fisheries","Benefits",NA,NA,22,-96
