"","TituloI","TituloII","Keywords","Subject"
"3572","Distribucion de Streblospio benedicti en el golfo de California","Clasificacion Taxonomica Completa de Streblospio benedicti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Streblospio benedicti"
"3573","Distribucion de Streetsia challengeri en el golfo de California","Clasificacion Taxonomica Completa de Streetsia challengeri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Streetsia pronoides Hurley, 1956","Streetsia challengeri"
"3574","Distribucion de Streetsia steenstrupi en el golfo de California","Clasificacion Taxonomica Completa de Streetsia steenstrupi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Oxycephalus steenstrupi","Streetsia steenstrupi"
"3575","Distribucion de Strictispira ericana en el golfo de California","Clasificacion Taxonomica Completa de Strictispira ericana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Crassispira ericana","Strictispira ericana"
"3576","Distribucion de Strictispira stillmani en el golfo de California","Clasificacion Taxonomica Completa de Strictispira stillmani","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strictispira stillmani"
"3577","Distribucion de Strigilla chroma en el golfo de California","Clasificacion Taxonomica Completa de Strigilla chroma","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina chroma","Strigilla chroma"
"3578","Distribucion de Strigilla cicercula en el golfo de California","Clasificacion Taxonomica Completa de Strigilla cicercula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina cicercula; Strigilla maga M?rch, 1860","Strigilla cicercula"
"3579","Distribucion de Strigilla dichotoma en el golfo de California","Clasificacion Taxonomica Completa de Strigilla dichotoma","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina dichotoma; Strigilla costulifera M?rch, 1860","Strigilla dichotoma"
"3580","Distribucion de Strigilla ervilia en el golfo de California","Clasificacion Taxonomica Completa de Strigilla ervilia","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina ervilia; Tellina lenticula Philippi, 1846","Strigilla ervilia"
"3581","Distribucion de Striostrea prismatica en el golfo de California","Clasificacion Taxonomica Completa de Striostrea prismatica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Ostrea prismatica; Ostrea iridescens Hanley, 1854; Ostrea virginica californica Marcou, 1858; Crasso","Striostrea prismatica"
"3582","Distribucion de Strombina angularis en el golfo de California","Clasificacion Taxonomica Completa de Strombina angularis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella angularis; Strombina subangularis Lowe, 1935","Strombina angularis"
"3583","Distribucion de Strombina bonita en el golfo de California","Clasificacion Taxonomica Completa de Strombina bonita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombina bonita"
"3584","Distribucion de Strombina carmencita en el golfo de California","Clasificacion Taxonomica Completa de Strombina carmencita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombina carmencita"
"3585","Distribucion de Strombina colpoica en el golfo de California","Clasificacion Taxonomica Completa de Strombina colpoica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella subulata Sowerby, 1847 (not Duclos, 1840)","Strombina colpoica"
"3586","Distribucion de Strombina fusinoidea en el golfo de California","Clasificacion Taxonomica Completa de Strombina fusinoidea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella fusiformis His, 1844 (not Anton, 1839)","Strombina fusinoidea"
"3587","Distribucion de Strombina lilacina en el golfo de California","Clasificacion Taxonomica Completa de Strombina lilacina","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombina lilacina"
"3588","Distribucion de Strombina maculosa en el golfo de California","Clasificacion Taxonomica Completa de Strombina maculosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella maculosa; Strombina paceana Dall, 1916","Strombina maculosa"
"3589","Distribucion de Strombina marksi en el golfo de California","Clasificacion Taxonomica Completa de Strombina marksi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombina marksi"
"3590","Distribucion de Strombina pavonina en el golfo de California","Clasificacion Taxonomica Completa de Strombina pavonina","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella pavonina","Strombina pavonina"
"3591","Distribucion de Strombina pulcherrima en el golfo de California","Clasificacion Taxonomica Completa de Strombina pulcherrima","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella pulcherrima","Strombina pulcherrima"
"3592","Distribucion de Strombina recurva en el golfo de California","Clasificacion Taxonomica Completa de Strombina recurva","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella recurva; Drillia limonetta Li, 1930","Strombina recurva"
"3593","Distribucion de Strombina solidula en el golfo de California","Clasificacion Taxonomica Completa de Strombina solidula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella solidula","Strombina solidula"
"3594","Distribucion de Strombinoturris crockeri en el golfo de California","Clasificacion Taxonomica Completa de Strombinoturris crockeri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pleurotoma stromboides Sowerby of Reeve, 1843, not of Sowerby, 1832","Strombinoturris crockeri"
"3595","Distribucion de Stromboli beebei en el golfo de California","Clasificacion Taxonomica Completa de Stromboli beebei","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Fissurella beebei","Stromboli beebei"
"3596","Distribucion de Strombus granulatus en el golfo de California","Clasificacion Taxonomica Completa de Strombus granulatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombus granulatus"
"3597","Distribucion de Strombus gracilior en el golfo de California","Clasificacion Taxonomica Completa de Strombus gracilior","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombus gracilior"
"3598","Distribucion de Strombus galeatus en el golfo de California","Clasificacion Taxonomica Completa de Strombus galeatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ? S. crenatus Sowerby, 1825; S. galea Wood, 1828","Strombus galeatus"
"3599","Distribucion de Strombus peruvianus en el golfo de California","Clasificacion Taxonomica Completa de Strombus peruvianus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Strombus peruvianus"
"3600","Distribucion de Strongylocentrotus purpuratus en el golfo de California","Clasificacion Taxonomica Completa de Strongylocentrotus purpuratus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Echinus purpuratus; Loxechinus purpuratus; Toxocidaris purpuratus; Strongylocentrotus franciscanus","Strongylocentrotus purpuratus"
"3601","Distribucion de Strophocardia megastropha en el golfo de California","Clasificacion Taxonomica Completa de Strophocardia megastropha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Venericardia megastropha","Strophocardia megastropha"
"3602","Distribucion de Stylatula elongata en el golfo de California","Clasificacion Taxonomica Completa de Stylatula elongata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Stylatula elongata"
"3603","Distribucion de Stylissa ? oxeon en el golfo de California","Clasificacion Taxonomica Completa de Stylissa ? oxeon","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Oxeostilon oxeon","Stylissa ? oxeon"
"3604","Distribucion de Stylocheilus longicauda en el golfo de California","Clasificacion Taxonomica Completa de Stylocheilus longicauda","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Stylocheilus longicauda"
"3605","Distribucion de Stylocheiron carinatum en el golfo de California","Clasificacion Taxonomica Completa de Stylocheiron carinatum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Stylocheiron carinatum"
"3606","Distribucion de Stylocheiron longicorne en el golfo de California","Clasificacion Taxonomica Completa de Stylocheiron longicorne","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Stylocheiron longicorne"
"3607","Distribucion de Stylocheiron maximum en el golfo de California","Clasificacion Taxonomica Completa de Stylocheiron maximum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Stylocheiron maximum"
"3608","Distribucion de Stylochoplana longipenis en el golfo de California","Clasificacion Taxonomica Completa de Stylochoplana longipenis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Stylochoplana longipenis"
"3609","Distribucion de Stylochoplana panamensis en el golfo de California","Clasificacion Taxonomica Completa de Stylochoplana panamensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Leptoplana panamensis","Stylochoplana panamensis"
"3610","Distribucion de Stylochus atentaculatus en el golfo de California","Clasificacion Taxonomica Completa de Stylochus atentaculatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Stylochus atentaculatus"
"3611","Distribucion de Stylopoma informata en el golfo de California","Clasificacion Taxonomica Completa de Stylopoma informata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Callepora informata","Stylopoma informata"
"3612","Distribucion de Stylopoma spongites en el golfo de California","Clasificacion Taxonomica Completa de Stylopoma spongites","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Stylopoma spongites"
"3613","Distribucion de Subcancilla calodinota en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla calodinota","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mitra (Tiara) calodinota","Subcancilla calodinota"
"3614","Distribucion de Subcancilla erythrogramma en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla erythrogramma","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mitra lineata Broderip, 1835 (not Schumacher, 1817); Subcancilla welkerorum Whitney, 1977","Subcancilla erythrogramma"
"3615","Distribucion de Subcancilla gigantea en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla gigantea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mitra (T.) gigantea polystira Pilsbry & Olsson, 1941","Subcancilla gigantea"
"3616","Distribucion de Subcancilla hindsii en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla hindsii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mitra hisi","Subcancilla hindsii"
"3617","Distribucion de Subcancilla phorminx en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla phorminx","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Subcancilla phorminx"
"3618","Distribucion de Subcancilla sulcata en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla sulcata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mitra sulcata; M. funiculata Reeve, 1844; M. Malleti (Petit de la Saussaye, 1852)","Subcancilla sulcata"
"3619","Distribucion de Subcancilla attenuata en el golfo de California","Clasificacion Taxonomica Completa de Subcancilla attenuata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tiara attenuata; S. directa (Berry, 1960); S. Lisayi (Berry, 1960)","Subcancilla attenuata"
"3620","Distribucion de Suberites aurantiaca en el golfo de California","Clasificacion Taxonomica Completa de Suberites aurantiaca","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Laxosuberites zeteki de Laubenfels, 1936; Terpios zeteki (de Laubenfels, 1936); Terpios aurantiaca D","Suberites aurantiaca"
"3621","Distribucion de Suberites mineri en el golfo de California","Clasificacion Taxonomica Completa de Suberites mineri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Choanites mineri","Suberites mineri"
"3622","Distribucion de Sulcoretusa paziana en el golfo de California","Clasificacion Taxonomica Completa de Sulcoretusa paziana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Retusa paziana","Sulcoretusa paziana"
"3623","Distribucion de Sulculeolaria biloba en el golfo de California","Clasificacion Taxonomica Completa de Sulculeolaria biloba","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Sulculeolaria biloba"
"3624","Distribucion de Sulculeolaria chuni en el golfo de California","Clasificacion Taxonomica Completa de Sulculeolaria chuni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Galeolaria chuni","Sulculeolaria chuni"
"3625","Distribucion de Sulculeolaria monoica en el golfo de California","Clasificacion Taxonomica Completa de Sulculeolaria monoica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Epibulia monoica","Sulculeolaria monoica"
"3626","Distribucion de Sulculeolaria quadrivalvis en el golfo de California","Clasificacion Taxonomica Completa de Sulculeolaria quadrivalvis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Sulculeolaria quadrivalvis"
"3627","Distribucion de Sulculeolaria turgida en el golfo de California","Clasificacion Taxonomica Completa de Sulculeolaria turgida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Sulculeolaria turgida"
"3628","Distribucion de Syllis elongata en el golfo de California","Clasificacion Taxonomica Completa de Syllis elongata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pionosyllis elongata","Syllis elongata"
"3629","Distribucion de Syllis gracilis en el golfo de California","Clasificacion Taxonomica Completa de Syllis gracilis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Syllis gracilis"
"3630","Distribucion de Symethis garthi en el golfo de California","Clasificacion Taxonomica Completa de Symethis garthi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Symethis garthi"
"3631","Distribucion de Synalpheus biunguiculatus en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus biunguiculatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus biunguiculatus","Synalpheus biunguiculatus"
"3632","Distribucion de Synalpheus charon en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus charon","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus charon","Synalpheus charon"
"3633","Distribucion de Synalpheus digueti en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus digueti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus digueti"
"3634","Distribucion de Synalpheus fritzmuelleri en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus fritzmuelleri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus fritzmuelleri"
"3635","Distribucion de Synalpheus goodei en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus goodei","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus goodei"
"3636","Distribucion de Synalpheus lockingtoni en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus lockingtoni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus lockingtoni"
"3637","Distribucion de Synalpheus mulegensis en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus mulegensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus mulegensis"
"3638","Distribucion de Synalpheus nobilii en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus nobilii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus nobilii"
"3639","Distribucion de Synalpheus paulsonoides en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus paulsonoides","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus paulsonoides"
"3640","Distribucion de Synalpheus sanjosei en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus sanjosei","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus sanjosei"
"3641","Distribucion de Synalpheus sanlucasi en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus sanlucasi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus sanlucasi"
"3642","Distribucion de Synalpheus townsendi en el golfo de California","Clasificacion Taxonomica Completa de Synalpheus townsendi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synalpheus townsendi"
"3643","Distribucion de Synchelidium rectipalmum en el golfo de California","Clasificacion Taxonomica Completa de Synchelidium rectipalmum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synchelidium rectipalmum"
"3644","Distribucion de Syncyamus chelipes en el golfo de California","Clasificacion Taxonomica Completa de Syncyamus chelipes","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cyamus chelipes","Syncyamus chelipes"
"3645","Distribucion de Syncyamus pseudorcae en el golfo de California","Clasificacion Taxonomica Completa de Syncyamus pseudorcae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cyamus pseudorcae","Syncyamus pseudorcae"
"3646","Distribucion de Synelmis albini en el golfo de California","Clasificacion Taxonomica Completa de Synelmis albini","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Ancystrosyllis albini","Synelmis albini"
"3647","Distribucion de Synidotea francesae en el golfo de California","Clasificacion Taxonomica Completa de Synidotea francesae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synidotea francesae"
"3648","Distribucion de Synidotea harfordi en el golfo de California","Clasificacion Taxonomica Completa de Synidotea harfordi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Idotea marmorata","Synidotea harfordi"
"3649","Distribucion de Synisoma wetzerae en el golfo de California","Clasificacion Taxonomica Completa de Synisoma wetzerae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Synisoma wetzerae"
"3650","Distribucion de Synnotum aegyptiacum en el golfo de California","Clasificacion Taxonomica Completa de Synnotum aegyptiacum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Loricaria aegyptiaca","Synnotum aegyptiacum"
"3651","Distribucion de Tagelus affinis en el golfo de California","Clasificacion Taxonomica Completa de Tagelus affinis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Solecurtus affinis","Tagelus affinis"
"3652","Distribucion de Tagelus bourgeoisae en el golfo de California","Clasificacion Taxonomica Completa de Tagelus bourgeoisae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tagelus bourgeoisae"
"3653","Distribucion de Tagelus californianus en el golfo de California","Clasificacion Taxonomica Completa de Tagelus californianus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Solecurtus (Cultellus) californianus","Tagelus californianus"
"3654","Distribucion de Tagelus longisinuatus en el golfo de California","Clasificacion Taxonomica Completa de Tagelus longisinuatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tagelus longisinuatus"
"3655","Distribucion de Tagelus peruanus en el golfo de California","Clasificacion Taxonomica Completa de Tagelus peruanus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Siliquaria peruana","Tagelus peruanus"
"3656","Distribucion de Tagelus peruvianus en el golfo de California","Clasificacion Taxonomica Completa de Tagelus peruvianus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tagelus peruvianus"
"3657","Distribucion de Tagelus politus en el golfo de California","Clasificacion Taxonomica Completa de Tagelus politus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Solecurtus politus; Siliquaria nitidissima Dunker, 1862","Tagelus politus"
"3658","Distribucion de Talityphis latipennis en el golfo de California","Clasificacion Taxonomica Completa de Talityphis latipennis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Typhis latipennis","Talityphis latipennis"
"3659","Distribucion de Tambja abdere en el golfo de California","Clasificacion Taxonomica Completa de Tambja abdere","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tambja abdere"
"3660","Distribucion de Tambja eliora en el golfo de California","Clasificacion Taxonomica Completa de Tambja eliora","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Nembrotha eliora; N. hubbsi Lance, 1968","Tambja eliora"
"3661","Distribucion de Tanystylum intermedium en el golfo de California","Clasificacion Taxonomica Completa de Tanystylum intermedium","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tanystylum intermedium"
"3662","Distribucion de Tanystylum oculospinosum en el golfo de California","Clasificacion Taxonomica Completa de Tanystylum oculospinosum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tanystylum oculospinosum Hilton, 1942; Tanystylum tubirostrum Stock, 1954; Tanystylum mexicanum Chil","Tanystylum oculospinosum"
"3663","Distribucion de Taringa aivica en el golfo de California","Clasificacion Taxonomica Completa de Taringa aivica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Taringa aivica"
"3664","Distribucion de Tayuva ketos en el golfo de California","Clasificacion Taxonomica Completa de Tayuva ketos","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tayuva ketos"
"3665","Distribucion de Tectura fascicularis en el golfo de California","Clasificacion Taxonomica Completa de Tectura fascicularis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ; Patella opea Reeve, 1854; Nomaeopelta myrae Berry, 1959.","Tectura fascicularis"
"3666","Distribucion de Tectura ubiquita en el golfo de California","Clasificacion Taxonomica Completa de Tectura ubiquita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Notoacmaea ubiquita","Tectura ubiquita"
"3667","Distribucion de Tedania cf. ignis en el golfo de California","Clasificacion Taxonomica Completa de Tedania cf. ignis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Thalysias ignis","Tedania cf. ignis"
"3668","Distribucion de Tedania sp. en el golfo de California","Clasificacion Taxonomica Completa de Tedania sp.","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Tedania sp."
"3669","Distribucion de Tegula corteziana en el golfo de California","Clasificacion Taxonomica Completa de Tegula corteziana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion T. globulus of authors, not of Carpenter, 1857","Tegula corteziana"
"3670","Distribucion de Tegula felipensis en el golfo de California","Clasificacion Taxonomica Completa de Tegula felipensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tegula felipensis"
"3671","Distribucion de Tegula globulus en el golfo de California","Clasificacion Taxonomica Completa de Tegula globulus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Omphalus globulus","Tegula globulus"
"3672","Distribucion de Tegula ligulata en el golfo de California","Clasificacion Taxonomica Completa de Tegula ligulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Trochus ligulatus","Tegula ligulata"
"3673","Distribucion de Tegula ligulata en el golfo de California","Clasificacion Taxonomica Completa de Tegula ligulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Tegula ligulata"
"3674","Distribucion de Tegula mariana en el golfo de California","Clasificacion Taxonomica Completa de Tegula mariana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Omphalius marianus; Omphalius coronatus Pilsbry, 1889; Trochus coronulatus of authors, not of C. B.","Tegula mariana"
"3675","Distribucion de Tegula rubroflammulata en el golfo de California","Clasificacion Taxonomica Completa de Tegula rubroflammulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ; Trochus coronulatus C. B. Adams, 1852","Tegula rubroflammulata"
"3676","Distribucion de Tegula verdispira en el golfo de California","Clasificacion Taxonomica Completa de Tegula verdispira","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tegula verdispira"
"3677","Distribucion de Tegula rugosa en el golfo de California","Clasificacion Taxonomica Completa de Tegula rugosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Chlorostoma rugosum; Omphalius rufotinctus Carpenter, 1857","Tegula rugosa"
"3678","Distribucion de Teinostoma concavaxis en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma concavaxis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma concavaxis"
"3679","Distribucion de Teinostoma ecuadorianum en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma ecuadorianum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma ecuadorianum"
"3680","Distribucion de Teinostoma hemphilli en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma hemphilli","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma hemphilli"
"3681","Distribucion de Teinostoma herbertianum en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma herbertianum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma herbertianum"
"3682","Distribucion de Teinostoma politum en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma politum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma politum"
"3683","Distribucion de Teinostoma politum en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma politum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma politum"
"3684","Distribucion de Teinostoma regularis en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma regularis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma regularis"
"3685","Distribucion de Teinostoma soror en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma soror","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teinostoma soror"
"3686","Distribucion de Teinostoma amplectans en el golfo de California","Clasificacion Taxonomica Completa de Teinostoma amplectans","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Teinostoma americanum Pilsbry & Olsson, 1945; T. cecinella Dall, 1919","Teinostoma amplectans"
"3687","Distribucion de Teleophrys cristulipes en el golfo de California","Clasificacion Taxonomica Completa de Teleophrys cristulipes","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Teleophrys cristulipes"
"3688","Distribucion de Tellidora burneti en el golfo de California","Clasificacion Taxonomica Completa de Tellidora burneti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina Burneti","Tellidora burneti"
