"","Especies","Comun","Sitios","AbundanciaA","AbundanciaB","AbundanciaC","AbundanciaD","Key","TallaI","TallaII","TallaIII","TallaIIII"
"141","Stegastes rectifraenum","Damisela / Damisela de Cortes","","Abundancia de Stegastes rectifraenum en Punta Herrero, Sian Kaan","Abundancia de Stegastes rectifraenum en Maria Elena, Sian Kaan","Abundancia de Stegastes rectifraenum en Puerto Morelos","Abundancia de Stegastes rectifraenum en Banco Chinchorro","Damisela / Damisela de Cortes Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Stegastes rectifraenum en Punta Herrero, Sian Kaan","Talla de Stegastes rectifraenum en Maria Elena, Sian Kaan","Talla de Stegastes rectifraenum en Puerto Morelos","Talla de Stegastes rectifraenum en Banco Chinchorro"
"142","Sufflamen verres","Cochito naranja","","Abundancia de Sufflamen verres en Punta Herrero, Sian Kaan","Abundancia de Sufflamen verres en Maria Elena, Sian Kaan","Abundancia de Sufflamen verres en Puerto Morelos","Abundancia de Sufflamen verres en Banco Chinchorro","Cochito naranja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sufflamen verres en Punta Herrero, Sian Kaan","Talla de Sufflamen verres en Maria Elena, Sian Kaan","Talla de Sufflamen verres en Puerto Morelos","Talla de Sufflamen verres en Banco Chinchorro"
"143","Thalassoma lucasanum","Viejita arcoiris","","Abundancia de Thalassoma lucasanum en Punta Herrero, Sian Kaan","Abundancia de Thalassoma lucasanum en Maria Elena, Sian Kaan","Abundancia de Thalassoma lucasanum en Puerto Morelos","Abundancia de Thalassoma lucasanum en Banco Chinchorro","Viejita arcoiris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Thalassoma lucasanum en Punta Herrero, Sian Kaan","Talla de Thalassoma lucasanum en Maria Elena, Sian Kaan","Talla de Thalassoma lucasanum en Puerto Morelos","Talla de Thalassoma lucasanum en Banco Chinchorro"
"144","Urobatis concentricus","Manta redonda","","Abundancia de Urobatis concentricus en Punta Herrero, Sian Kaan","Abundancia de Urobatis concentricus en Maria Elena, Sian Kaan","Abundancia de Urobatis concentricus en Puerto Morelos","Abundancia de Urobatis concentricus en Banco Chinchorro","Manta redonda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Urobatis concentricus en Punta Herrero, Sian Kaan","Talla de Urobatis concentricus en Maria Elena, Sian Kaan","Talla de Urobatis concentricus en Puerto Morelos","Talla de Urobatis concentricus en Banco Chinchorro"
"145","Urobatis sp.","","","Abundancia de Urobatis sp. en Punta Herrero, Sian Kaan","Abundancia de Urobatis sp. en Maria Elena, Sian Kaan","Abundancia de Urobatis sp. en Puerto Morelos","Abundancia de Urobatis sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Urobatis sp. en Punta Herrero, Sian Kaan","Talla de Urobatis sp. en Maria Elena, Sian Kaan","Talla de Urobatis sp. en Puerto Morelos","Talla de Urobatis sp. en Banco Chinchorro"
"146","Anisotremus davidsoni","Sargo rayado","","Abundancia de Anisotremus davidsoni en Punta Herrero, Sian Kaan","Abundancia de Anisotremus davidsoni en Maria Elena, Sian Kaan","Abundancia de Anisotremus davidsoni en Puerto Morelos","Abundancia de Anisotremus davidsoni en Banco Chinchorro","Sargo rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Anisotremus davidsoni en Punta Herrero, Sian Kaan","Talla de Anisotremus davidsoni en Maria Elena, Sian Kaan","Talla de Anisotremus davidsoni en Puerto Morelos","Talla de Anisotremus davidsoni en Banco Chinchorro"
"147","Caulolatilus princeps","Pez blanco","","Abundancia de Caulolatilus princeps en Punta Herrero, Sian Kaan","Abundancia de Caulolatilus princeps en Maria Elena, Sian Kaan","Abundancia de Caulolatilus princeps en Puerto Morelos","Abundancia de Caulolatilus princeps en Banco Chinchorro","Pez blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Caulolatilus princeps en Punta Herrero, Sian Kaan","Talla de Caulolatilus princeps en Maria Elena, Sian Kaan","Talla de Caulolatilus princeps en Puerto Morelos","Talla de Caulolatilus princeps en Banco Chinchorro"
"148","Chromis punctipinnis","Castaneta herrera","","Abundancia de Chromis punctipinnis en Punta Herrero, Sian Kaan","Abundancia de Chromis punctipinnis en Maria Elena, Sian Kaan","Abundancia de Chromis punctipinnis en Puerto Morelos","Abundancia de Chromis punctipinnis en Banco Chinchorro","Castaneta herrera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Chromis punctipinnis en Punta Herrero, Sian Kaan","Talla de Chromis punctipinnis en Maria Elena, Sian Kaan","Talla de Chromis punctipinnis en Puerto Morelos","Talla de Chromis punctipinnis en Banco Chinchorro"
"149","Embiotoca jacksoni","Mojarra negra","","Abundancia de Embiotoca jacksoni en Punta Herrero, Sian Kaan","Abundancia de Embiotoca jacksoni en Maria Elena, Sian Kaan","Abundancia de Embiotoca jacksoni en Puerto Morelos","Abundancia de Embiotoca jacksoni en Banco Chinchorro","Mojarra negra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Embiotoca jacksoni en Punta Herrero, Sian Kaan","Talla de Embiotoca jacksoni en Maria Elena, Sian Kaan","Talla de Embiotoca jacksoni en Puerto Morelos","Talla de Embiotoca jacksoni en Banco Chinchorro"
"150","Girella nigricans","Chopa verde","","Abundancia de Girella nigricans en Punta Herrero, Sian Kaan","Abundancia de Girella nigricans en Maria Elena, Sian Kaan","Abundancia de Girella nigricans en Puerto Morelos","Abundancia de Girella nigricans en Banco Chinchorro","Chopa verde Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Girella nigricans en Punta Herrero, Sian Kaan","Talla de Girella nigricans en Maria Elena, Sian Kaan","Talla de Girella nigricans en Puerto Morelos","Talla de Girella nigricans en Banco Chinchorro"
"151","Heterodontus francisci","Tiburon cornudo","","Abundancia de Heterodontus francisci en Punta Herrero, Sian Kaan","Abundancia de Heterodontus francisci en Maria Elena, Sian Kaan","Abundancia de Heterodontus francisci en Puerto Morelos","Abundancia de Heterodontus francisci en Banco Chinchorro","Tiburon cornudo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Heterodontus francisci en Punta Herrero, Sian Kaan","Talla de Heterodontus francisci en Maria Elena, Sian Kaan","Talla de Heterodontus francisci en Puerto Morelos","Talla de Heterodontus francisci en Banco Chinchorro"
"152","Hypsypops rubicundus","Garibaldi","","Abundancia de Hypsypops rubicundus en Punta Herrero, Sian Kaan","Abundancia de Hypsypops rubicundus en Maria Elena, Sian Kaan","Abundancia de Hypsypops rubicundus en Puerto Morelos","Abundancia de Hypsypops rubicundus en Banco Chinchorro","Garibaldi Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hypsypops rubicundus en Punta Herrero, Sian Kaan","Talla de Hypsypops rubicundus en Maria Elena, Sian Kaan","Talla de Hypsypops rubicundus en Puerto Morelos","Talla de Hypsypops rubicundus en Banco Chinchorro"
"153","Mycteroperca xenarcha","Garropa jaspeada","","Abundancia de Mycteroperca xenarcha en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca xenarcha en Maria Elena, Sian Kaan","Abundancia de Mycteroperca xenarcha en Puerto Morelos","Abundancia de Mycteroperca xenarcha en Banco Chinchorro","Garropa jaspeada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca xenarcha en Punta Herrero, Sian Kaan","Talla de Mycteroperca xenarcha en Maria Elena, Sian Kaan","Talla de Mycteroperca xenarcha en Puerto Morelos","Talla de Mycteroperca xenarcha en Banco Chinchorro"
"154","Mycteroperca sp.","","","Abundancia de Mycteroperca sp. en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca sp. en Maria Elena, Sian Kaan","Abundancia de Mycteroperca sp. en Puerto Morelos","Abundancia de Mycteroperca sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca sp. en Punta Herrero, Sian Kaan","Talla de Mycteroperca sp. en Maria Elena, Sian Kaan","Talla de Mycteroperca sp. en Puerto Morelos","Talla de Mycteroperca sp. en Banco Chinchorro"
"155","Ophiodon elongatus","Molva","","Abundancia de Ophiodon elongatus en Punta Herrero, Sian Kaan","Abundancia de Ophiodon elongatus en Maria Elena, Sian Kaan","Abundancia de Ophiodon elongatus en Puerto Morelos","Abundancia de Ophiodon elongatus en Banco Chinchorro","Molva Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Ophiodon elongatus en Punta Herrero, Sian Kaan","Talla de Ophiodon elongatus en Maria Elena, Sian Kaan","Talla de Ophiodon elongatus en Puerto Morelos","Talla de Ophiodon elongatus en Banco Chinchorro"
"156","Oxyjulis californica","Senorita","","Abundancia de Oxyjulis californica en Punta Herrero, Sian Kaan","Abundancia de Oxyjulis californica en Maria Elena, Sian Kaan","Abundancia de Oxyjulis californica en Puerto Morelos","Abundancia de Oxyjulis californica en Banco Chinchorro","Senorita Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Oxyjulis californica en Punta Herrero, Sian Kaan","Talla de Oxyjulis californica en Maria Elena, Sian Kaan","Talla de Oxyjulis californica en Puerto Morelos","Talla de Oxyjulis californica en Banco Chinchorro"
"157","Paralabrax clathratus","Cabrilla sargacera","","Abundancia de Paralabrax clathratus en Punta Herrero, Sian Kaan","Abundancia de Paralabrax clathratus en Maria Elena, Sian Kaan","Abundancia de Paralabrax clathratus en Puerto Morelos","Abundancia de Paralabrax clathratus en Banco Chinchorro","Cabrilla sargacera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Paralabrax clathratus en Punta Herrero, Sian Kaan","Talla de Paralabrax clathratus en Maria Elena, Sian Kaan","Talla de Paralabrax clathratus en Puerto Morelos","Talla de Paralabrax clathratus en Banco Chinchorro"
"158","Paralabrax nebulifer","Verdillo","","Abundancia de Paralabrax nebulifer en Punta Herrero, Sian Kaan","Abundancia de Paralabrax nebulifer en Maria Elena, Sian Kaan","Abundancia de Paralabrax nebulifer en Puerto Morelos","Abundancia de Paralabrax nebulifer en Banco Chinchorro","Verdillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Paralabrax nebulifer en Punta Herrero, Sian Kaan","Talla de Paralabrax nebulifer en Maria Elena, Sian Kaan","Talla de Paralabrax nebulifer en Puerto Morelos","Talla de Paralabrax nebulifer en Banco Chinchorro"
"159","Rhacochilus vacca","Mojarra muellera ","","Abundancia de Rhacochilus vacca en Punta Herrero, Sian Kaan","Abundancia de Rhacochilus vacca en Maria Elena, Sian Kaan","Abundancia de Rhacochilus vacca en Puerto Morelos","Abundancia de Rhacochilus vacca en Banco Chinchorro","Mojarra muellera  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Rhacochilus vacca en Punta Herrero, Sian Kaan","Talla de Rhacochilus vacca en Maria Elena, Sian Kaan","Talla de Rhacochilus vacca en Puerto Morelos","Talla de Rhacochilus vacca en Banco Chinchorro"
"160","Rhinobatos productus","Guitarra viola","","Abundancia de Rhinobatos productus en Punta Herrero, Sian Kaan","Abundancia de Rhinobatos productus en Maria Elena, Sian Kaan","Abundancia de Rhinobatos productus en Puerto Morelos","Abundancia de Rhinobatos productus en Banco Chinchorro","Guitarra viola Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Rhinobatos productus en Punta Herrero, Sian Kaan","Talla de Rhinobatos productus en Maria Elena, Sian Kaan","Talla de Rhinobatos productus en Puerto Morelos","Talla de Rhinobatos productus en Banco Chinchorro"
"161","Scorpaenichthys marmoratus","Cabezon","","Abundancia de Scorpaenichthys marmoratus en Punta Herrero, Sian Kaan","Abundancia de Scorpaenichthys marmoratus en Maria Elena, Sian Kaan","Abundancia de Scorpaenichthys marmoratus en Puerto Morelos","Abundancia de Scorpaenichthys marmoratus en Banco Chinchorro","Cabezon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scorpaenichthys marmoratus en Punta Herrero, Sian Kaan","Talla de Scorpaenichthys marmoratus en Maria Elena, Sian Kaan","Talla de Scorpaenichthys marmoratus en Puerto Morelos","Talla de Scorpaenichthys marmoratus en Banco Chinchorro"
"162","Sebastes auriculatus","Rocote moreno","","Abundancia de Sebastes auriculatus en Punta Herrero, Sian Kaan","Abundancia de Sebastes auriculatus en Maria Elena, Sian Kaan","Abundancia de Sebastes auriculatus en Puerto Morelos","Abundancia de Sebastes auriculatus en Banco Chinchorro","Rocote moreno Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes auriculatus en Punta Herrero, Sian Kaan","Talla de Sebastes auriculatus en Maria Elena, Sian Kaan","Talla de Sebastes auriculatus en Puerto Morelos","Talla de Sebastes auriculatus en Banco Chinchorro"
"163","Sebastes carnatus","Rocote amarillo","","Abundancia de Sebastes carnatus en Punta Herrero, Sian Kaan","Abundancia de Sebastes carnatus en Maria Elena, Sian Kaan","Abundancia de Sebastes carnatus en Puerto Morelos","Abundancia de Sebastes carnatus en Banco Chinchorro","Rocote amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes carnatus en Punta Herrero, Sian Kaan","Talla de Sebastes carnatus en Maria Elena, Sian Kaan","Talla de Sebastes carnatus en Puerto Morelos","Talla de Sebastes carnatus en Banco Chinchorro"
"164","Sebastes chrysomelas","Rocote mulato","","Abundancia de Sebastes chrysomelas en Punta Herrero, Sian Kaan","Abundancia de Sebastes chrysomelas en Maria Elena, Sian Kaan","Abundancia de Sebastes chrysomelas en Puerto Morelos","Abundancia de Sebastes chrysomelas en Banco Chinchorro","Rocote mulato Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes chrysomelas en Punta Herrero, Sian Kaan","Talla de Sebastes chrysomelas en Maria Elena, Sian Kaan","Talla de Sebastes chrysomelas en Puerto Morelos","Talla de Sebastes chrysomelas en Banco Chinchorro"
"165","Sebastes flavidus","Rocote cola amarilla","","Abundancia de Sebastes flavidus en Punta Herrero, Sian Kaan","Abundancia de Sebastes flavidus en Maria Elena, Sian Kaan","Abundancia de Sebastes flavidus en Puerto Morelos","Abundancia de Sebastes flavidus en Banco Chinchorro","Rocote cola amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes flavidus en Punta Herrero, Sian Kaan","Talla de Sebastes flavidus en Maria Elena, Sian Kaan","Talla de Sebastes flavidus en Puerto Morelos","Talla de Sebastes flavidus en Banco Chinchorro"
"166","Sebastes rastrelliger","Rocote olivo","","Abundancia de Sebastes rastrelliger en Punta Herrero, Sian Kaan","Abundancia de Sebastes rastrelliger en Maria Elena, Sian Kaan","Abundancia de Sebastes rastrelliger en Puerto Morelos","Abundancia de Sebastes rastrelliger en Banco Chinchorro","Rocote olivo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes rastrelliger en Punta Herrero, Sian Kaan","Talla de Sebastes rastrelliger en Maria Elena, Sian Kaan","Talla de Sebastes rastrelliger en Puerto Morelos","Talla de Sebastes rastrelliger en Banco Chinchorro"
"167","Sebastes serranoides","Rocote falsa cabrilla","","Abundancia de Sebastes serranoides en Punta Herrero, Sian Kaan","Abundancia de Sebastes serranoides en Maria Elena, Sian Kaan","Abundancia de Sebastes serranoides en Puerto Morelos","Abundancia de Sebastes serranoides en Banco Chinchorro","Rocote falsa cabrilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sebastes serranoides en Punta Herrero, Sian Kaan","Talla de Sebastes serranoides en Maria Elena, Sian Kaan","Talla de Sebastes serranoides en Puerto Morelos","Talla de Sebastes serranoides en Banco Chinchorro"
"168","Seastes sp.","","","Abundancia de Seastes sp. en Punta Herrero, Sian Kaan","Abundancia de Seastes sp. en Maria Elena, Sian Kaan","Abundancia de Seastes sp. en Puerto Morelos","Abundancia de Seastes sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Seastes sp. en Punta Herrero, Sian Kaan","Talla de Seastes sp. en Maria Elena, Sian Kaan","Talla de Seastes sp. en Puerto Morelos","Talla de Seastes sp. en Banco Chinchorro"
"169","Semicossyphus pulcher","Vieja californiana","","Abundancia de Semicossyphus pulcher en Punta Herrero, Sian Kaan","Abundancia de Semicossyphus pulcher en Maria Elena, Sian Kaan","Abundancia de Semicossyphus pulcher en Puerto Morelos","Abundancia de Semicossyphus pulcher en Banco Chinchorro","Vieja californiana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Semicossyphus pulcher en Punta Herrero, Sian Kaan","Talla de Semicossyphus pulcher en Maria Elena, Sian Kaan","Talla de Semicossyphus pulcher en Puerto Morelos","Talla de Semicossyphus pulcher en Banco Chinchorro"
"170","Squatina californica","Angelote del Pacifico","","Abundancia de Squatina californica en Punta Herrero, Sian Kaan","Abundancia de Squatina californica en Maria Elena, Sian Kaan","Abundancia de Squatina californica en Puerto Morelos","Abundancia de Squatina californica en Banco Chinchorro","Angelote del Pacifico Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Squatina californica en Punta Herrero, Sian Kaan","Talla de Squatina californica en Maria Elena, Sian Kaan","Talla de Squatina californica en Puerto Morelos","Talla de Squatina californica en Banco Chinchorro"
"171","Stereolepis gigas","Mero pescada","","Abundancia de Stereolepis gigas en Punta Herrero, Sian Kaan","Abundancia de Stereolepis gigas en Maria Elena, Sian Kaan","Abundancia de Stereolepis gigas en Puerto Morelos","Abundancia de Stereolepis gigas en Banco Chinchorro","Mero pescada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Stereolepis gigas en Punta Herrero, Sian Kaan","Talla de Stereolepis gigas en Maria Elena, Sian Kaan","Talla de Stereolepis gigas en Puerto Morelos","Talla de Stereolepis gigas en Banco Chinchorro"
"172","Halichoeres semicinctus","Vieja puntos negros / Senorita roquera","","Abundancia de Halichoeres semicinctus en Punta Herrero, Sian Kaan","Abundancia de Halichoeres semicinctus en Maria Elena, Sian Kaan","Abundancia de Halichoeres semicinctus en Puerto Morelos","Abundancia de Halichoeres semicinctus en Banco Chinchorro","Vieja puntos negros / Senorita roquera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres semicinctus en Punta Herrero, Sian Kaan","Talla de Halichoeres semicinctus en Maria Elena, Sian Kaan","Talla de Halichoeres semicinctus en Puerto Morelos","Talla de Halichoeres semicinctus en Banco Chinchorro"
"173"," Mycteroperca jordani","Baya","","Abundancia de  Mycteroperca jordani en Punta Herrero, Sian Kaan","Abundancia de  Mycteroperca jordani en Maria Elena, Sian Kaan","Abundancia de  Mycteroperca jordani en Puerto Morelos","Abundancia de  Mycteroperca jordani en Banco Chinchorro","Baya Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de  Mycteroperca jordani en Punta Herrero, Sian Kaan","Talla de  Mycteroperca jordani en Maria Elena, Sian Kaan","Talla de  Mycteroperca jordani en Puerto Morelos","Talla de  Mycteroperca jordani en Banco Chinchorro"
"174","Diadema antillarum","Erizo negro","","Abundancia de Diadema antillarum en Punta Herrero, Sian Kaan","Abundancia de Diadema antillarum en Maria Elena, Sian Kaan","Abundancia de Diadema antillarum en Puerto Morelos","Abundancia de Diadema antillarum en Banco Chinchorro","Erizo negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Diadema antillarum en Punta Herrero, Sian Kaan","Talla de Diadema antillarum en Maria Elena, Sian Kaan","Talla de Diadema antillarum en Puerto Morelos","Talla de Diadema antillarum en Banco Chinchorro"
"175","Eucidaris tribuloides","Erizo lapiz","","Abundancia de Eucidaris tribuloides en Punta Herrero, Sian Kaan","Abundancia de Eucidaris tribuloides en Maria Elena, Sian Kaan","Abundancia de Eucidaris tribuloides en Puerto Morelos","Abundancia de Eucidaris tribuloides en Banco Chinchorro","Erizo lapiz Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Eucidaris tribuloides en Punta Herrero, Sian Kaan","Talla de Eucidaris tribuloides en Maria Elena, Sian Kaan","Talla de Eucidaris tribuloides en Puerto Morelos","Talla de Eucidaris tribuloides en Banco Chinchorro"
"176","Holothuroidea sp.","Pepino de mar","","Abundancia de Holothuroidea sp. en Punta Herrero, Sian Kaan","Abundancia de Holothuroidea sp. en Maria Elena, Sian Kaan","Abundancia de Holothuroidea sp. en Puerto Morelos","Abundancia de Holothuroidea sp. en Banco Chinchorro","Pepino de mar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Holothuroidea sp. en Punta Herrero, Sian Kaan","Talla de Holothuroidea sp. en Maria Elena, Sian Kaan","Talla de Holothuroidea sp. en Puerto Morelos","Talla de Holothuroidea sp. en Banco Chinchorro"
"177","Octopus sp.","Pulpo","","Abundancia de Octopus sp. en Punta Herrero, Sian Kaan","Abundancia de Octopus sp. en Maria Elena, Sian Kaan","Abundancia de Octopus sp. en Puerto Morelos","Abundancia de Octopus sp. en Banco Chinchorro","Pulpo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Octopus sp. en Punta Herrero, Sian Kaan","Talla de Octopus sp. en Maria Elena, Sian Kaan","Talla de Octopus sp. en Puerto Morelos","Talla de Octopus sp. en Banco Chinchorro"
"178","Erizo sp.","Erizo","","Abundancia de Erizo sp. en Punta Herrero, Sian Kaan","Abundancia de Erizo sp. en Maria Elena, Sian Kaan","Abundancia de Erizo sp. en Puerto Morelos","Abundancia de Erizo sp. en Banco Chinchorro","Erizo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Erizo sp. en Punta Herrero, Sian Kaan","Talla de Erizo sp. en Maria Elena, Sian Kaan","Talla de Erizo sp. en Puerto Morelos","Talla de Erizo sp. en Banco Chinchorro"
"179","Panulirus argus","Langosta espinosa","","Abundancia de Panulirus argus en Punta Herrero, Sian Kaan","Abundancia de Panulirus argus en Maria Elena, Sian Kaan","Abundancia de Panulirus argus en Puerto Morelos","Abundancia de Panulirus argus en Banco Chinchorro","Langosta espinosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Panulirus argus en Punta Herrero, Sian Kaan","Talla de Panulirus argus en Maria Elena, Sian Kaan","Talla de Panulirus argus en Puerto Morelos","Talla de Panulirus argus en Banco Chinchorro"
"180","Panulirus guttatus","Langosta","","Abundancia de Panulirus guttatus en Punta Herrero, Sian Kaan","Abundancia de Panulirus guttatus en Maria Elena, Sian Kaan","Abundancia de Panulirus guttatus en Puerto Morelos","Abundancia de Panulirus guttatus en Banco Chinchorro","Langosta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Panulirus guttatus en Punta Herrero, Sian Kaan","Talla de Panulirus guttatus en Maria Elena, Sian Kaan","Talla de Panulirus guttatus en Puerto Morelos","Talla de Panulirus guttatus en Banco Chinchorro"
"181","Pterois volitans","Pez leon","","Abundancia de Pterois volitans en Punta Herrero, Sian Kaan","Abundancia de Pterois volitans en Maria Elena, Sian Kaan","Abundancia de Pterois volitans en Puerto Morelos","Abundancia de Pterois volitans en Banco Chinchorro","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pterois volitans en Punta Herrero, Sian Kaan","Talla de Pterois volitans en Maria Elena, Sian Kaan","Talla de Pterois volitans en Puerto Morelos","Talla de Pterois volitans en Banco Chinchorro"
"182","Stenopus hispidus","Camaron boxeador","","Abundancia de Stenopus hispidus en Punta Herrero, Sian Kaan","Abundancia de Stenopus hispidus en Maria Elena, Sian Kaan","Abundancia de Stenopus hispidus en Puerto Morelos","Abundancia de Stenopus hispidus en Banco Chinchorro","Camaron boxeador Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Stenopus hispidus en Punta Herrero, Sian Kaan","Talla de Stenopus hispidus en Maria Elena, Sian Kaan","Talla de Stenopus hispidus en Puerto Morelos","Talla de Stenopus hispidus en Banco Chinchorro"
"183","Strombus gigas","Caracol rosado","","Abundancia de Strombus gigas en Punta Herrero, Sian Kaan","Abundancia de Strombus gigas en Maria Elena, Sian Kaan","Abundancia de Strombus gigas en Puerto Morelos","Abundancia de Strombus gigas en Banco Chinchorro","Caracol rosado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Strombus gigas en Punta Herrero, Sian Kaan","Talla de Strombus gigas en Maria Elena, Sian Kaan","Talla de Strombus gigas en Puerto Morelos","Talla de Strombus gigas en Banco Chinchorro"
"184","Tripneustes esculentus","Erizo blanco","","Abundancia de Tripneustes esculentus en Punta Herrero, Sian Kaan","Abundancia de Tripneustes esculentus en Maria Elena, Sian Kaan","Abundancia de Tripneustes esculentus en Puerto Morelos","Abundancia de Tripneustes esculentus en Banco Chinchorro","Erizo blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Tripneustes esculentus en Punta Herrero, Sian Kaan","Talla de Tripneustes esculentus en Maria Elena, Sian Kaan","Talla de Tripneustes esculentus en Puerto Morelos","Talla de Tripneustes esculentus en Banco Chinchorro"
"185","Antipathes galapagensis","Coral negro","","Abundancia de Antipathes galapagensis en Punta Herrero, Sian Kaan","Abundancia de Antipathes galapagensis en Maria Elena, Sian Kaan","Abundancia de Antipathes galapagensis en Puerto Morelos","Abundancia de Antipathes galapagensis en Banco Chinchorro","Coral negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Antipathes galapagensis en Punta Herrero, Sian Kaan","Talla de Antipathes galapagensis en Maria Elena, Sian Kaan","Talla de Antipathes galapagensis en Puerto Morelos","Talla de Antipathes galapagensis en Banco Chinchorro"
"186","Acanthaster planci","Corona de espinas","","Abundancia de Acanthaster planci en Punta Herrero, Sian Kaan","Abundancia de Acanthaster planci en Maria Elena, Sian Kaan","Abundancia de Acanthaster planci en Puerto Morelos","Abundancia de Acanthaster planci en Banco Chinchorro","Corona de espinas Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Acanthaster planci en Punta Herrero, Sian Kaan","Talla de Acanthaster planci en Maria Elena, Sian Kaan","Talla de Acanthaster planci en Puerto Morelos","Talla de Acanthaster planci en Banco Chinchorro"
"187","Arbacia stellata","Erizo negro","","Abundancia de Arbacia stellata en Punta Herrero, Sian Kaan","Abundancia de Arbacia stellata en Maria Elena, Sian Kaan","Abundancia de Arbacia stellata en Puerto Morelos","Abundancia de Arbacia stellata en Banco Chinchorro","Erizo negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Arbacia stellata en Punta Herrero, Sian Kaan","Talla de Arbacia stellata en Maria Elena, Sian Kaan","Talla de Arbacia stellata en Puerto Morelos","Talla de Arbacia stellata en Banco Chinchorro"
