Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
Registro de Grateloupia hancockii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Grateloupia hancockii,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.49644433,-105.6630648
Registro de Grateloupia howeii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Grateloupia howeii,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.4352221,-105.615525
Registro de Grateloupia versicolor en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Grateloupia versicolor,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.88839197,-105.3864684
Registro de Gymnogongrus johnstonii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Gymnogongrus johnstonii,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.59935405,-105.5613514
Registro de Gymnogongrus martinensis en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Gymnogongrus martinensis,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.62005119,-105.5498334
Registro de Gymnogongrus tenuis en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Gymnogongrus tenuis,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.930896,-105.385493
Registro de Halimeda cuneata en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Halimeda cuneata,Pacific,Sentral Pacific,Bahia Banderas,1973,1973,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.0941194,-105.2570027
Registro de Halimeda discoidea en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Halimeda discoidea,Pacific,Sentral Pacific,Bahia Banderas,1982,1989,5,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.77094984,-105.3896039
Registro de Halimeda tuna en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Halimeda tuna,Pacific,Sentral Pacific,Bahia Banderas,1980,1984,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.05846525,-105.2904235
Registro de Hapalospongidion gelatinosum en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hapalospongidion gelatinosum,Pacific,Sentral Pacific,Bahia Banderas,1988,1988,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.7568335,-105.3681665
Registro de Hecatonema streblonematoides en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hecatonema streblonematoides,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.6118335,-105.23
Registro de Herposiphonia littoralis en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Herposiphonia littoralis,Pacific,Sentral Pacific,Bahia Banderas,1986,2001,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.859104,-105.383771
Registro de Herposiphonia plumula en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Herposiphonia plumula,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.04898133,-105.3020373
Registro de Herposiphonia subdisticha en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Herposiphonia subdisticha,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.870139,-105.442889
Registro de Herposiphonia tenella en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Herposiphonia tenella,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.02436114,-105.3055753
Registro de Herposiphonia verticillata en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Herposiphonia verticillata,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.77658338,-105.4266526
Registro de Hildenbrandia dawsonii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hildenbrandia dawsonii,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.4061665,-105.69025
Registro de Hildenbrandia rubra en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hildenbrandia rubra,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.68869283,-105.4845464
Registro de Hydrolithon samoense en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hydrolithon samoense,Pacific,Sentral Pacific,Bahia Banderas,1988,1988,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.1381665,-105.2318335
Registro de Hypnea johnstonii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hypnea johnstonii,Pacific,Sentral Pacific,Bahia Banderas,1988,2001,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.56204976,-105.52625
Registro de Hypnea pannosa en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hypnea pannosa,Pacific,Sentral Pacific,Bahia Banderas,1946,2001,7,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.85373392,-105.406668
Registro de Hypnea spicifera en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hypnea spicifera,Pacific,Sentral Pacific,Bahia Banderas,2001,2001,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.7389445,-105.388028
Registro de Hypnea spinella en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Hypnea spinella,Pacific,Sentral Pacific,Bahia Banderas,1986,2001,6,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.68128062,-105.5030205
Registro de Jania adhaerens en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Jania adhaerens,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.67431838,-105.5070727
Registro de Jania capillacea en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Jania capillacea,Pacific,Sentral Pacific,Bahia Banderas,1987,2000,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.770849,-105.4443245
Registro de Jania longiarthra en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Jania longiarthra,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.4061665,-105.69025
Registro de Jania pacifica en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Jania pacifica,Pacific,Sentral Pacific,Bahia Banderas,1946,1988,5,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.74146863,-105.4556582
Registro de Jania tenella en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Jania tenella,Pacific,Sentral Pacific,Bahia Banderas,1986,1988,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.76060315,-105.4305093
Registro de Laurencia hancockii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Laurencia hancockii,Pacific,Sentral Pacific,Bahia Banderas,1988,1988,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.70666667,-105.5832408
Registro de Laurencia lajolla en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Laurencia lajolla,Pacific,Sentral Pacific,Bahia Banderas,1987,2000,4,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.69170356,-105.5221666
Registro de Laurencia richardsii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Laurencia richardsii,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.67079735,-105.5661634
Registro de Lithophyllum dispar en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lithophyllum dispar,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.8016945,-105.2894167
Registro de Lithophyllum imitans en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lithophyllum imitans,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.62359267,-105.4053055
Registro de Lithophyllum lichenare en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lithophyllum lichenare,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.5313556,-105.4987037
Registro de Lithothamnion phymatodeum en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lithothamnion phymatodeum,Pacific,Sentral Pacific,Bahia Banderas,1988,1988,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.1381665,-105.2318335
Registro de Lobophora variegata en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lobophora variegata,Pacific,Sentral Pacific,Bahia Banderas,1987,2001,7,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.69513319,-105.3684935
Registro de Lomentaria hakodatensis en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lomentaria hakodatensis,Pacific,Sentral Pacific,Bahia Banderas,1946,1946,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.4410555,-105.185778
Registro de Lyngbya birgei en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lyngbya birgei,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.564861,-105.2540835
Registro de Lyngbya majuscula en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Lyngbya majuscula,Pacific,Sentral Pacific,Bahia Banderas,1980,1980,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.1581665,-105.225
Registro de Metapeyssonnelia mexicana en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Metapeyssonnelia mexicana,Pacific,Sentral Pacific,Bahia Banderas,1987,1987,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.63999983,-105.4871112
Registro de Microcoleus chthonoplastes en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Microcoleus chthonoplastes,Pacific,Sentral Pacific,Bahia Banderas,1980,1980,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.1581665,-105.225
Registro de Neogoniolithon setchellii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Neogoniolithon setchellii,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.69091675,-105.3840833
Registro de Neogoniolithon trichotomum en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Neogoniolithon trichotomum,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.6118335,-105.23
Registro de Neoralfsia expansa en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Neoralfsia expansa,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,3,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.79458846,-105.4194641
Registro de Neoralfsia hancockii en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Neoralfsia hancockii,Pacific,Sentral Pacific,Bahia Banderas,1987,1988,2,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,20.84654472,-105.4142069
Registro de Neosiphonia sertularioides en Bahia Banderas,macroalgas; algas; Chlorophyta; Phaeophyta; Rhodophyta; Cianophyta; FCME; Herbario,"Gonzalez Gonzalez., et al",GBIF-UNAM,1,Neosiphonia sertularioides,Pacific,Sentral Pacific,Bahia Banderas,NA,NA,1,Value,Year,Georeferenced,Inventario de macroalgas de Bahia de Banderas: Fase I y Fase II,Global Biodiversity Information Facility,2017,https://doi.org/10.15468/pglvkj,NA,NA,Sonia Alejandra Careaga Olvera; scareaga@conabio.gob.mx,ACA,GOV,Ecology,Status,NA,NA,21.1581665,-105.225
