MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
1781,Financiamiento al sector pesquero de Sonora (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Sonora,CONAPESCA,CONAPESCA,1,Sonora,Pacific,Gulf of California,Sonora,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1782,Financiamiento al sector pesquero de Tabasco (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Tabasco,CONAPESCA,CONAPESCA,1,Tabasco,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1783,Financiamiento al sector pesquero de Tamaulipas (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Tamaulipas,CONAPESCA,CONAPESCA,1,Tamaulipas,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1784,Financiamiento al sector pesquero de Tlaxcala (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Tlaxcala,CONAPESCA,CONAPESCA,1,Tlaxcala,Freshwater/Terrestrial,Freshwater/Terrestrial,Tlaxcala,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1785,Financiamiento al sector pesquero de Veracruz (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Veracruz,CONAPESCA,CONAPESCA,1,Veracruz,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1786,Financiamiento al sector pesquero de Yucatan Peninsula (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Yucatan Peninsula,CONAPESCA,CONAPESCA,1,Yucatan,Atlantic,Banco Campeche Caribe,Yucatan,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1787,Financiamiento al sector pesquero de Zacatecas (2004-2013),Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Zacatecas,CONAPESCA,CONAPESCA,1,Zacatecas,Freshwater/Terrestrial,Freshwater/Terrestrial,Zacatecas,2004,2013,10,Currency,Year,State,FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1788,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras, 2008-2013",Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion,CONAPESCA,CONAPESCA,1,Camaron,National,NA,NA,2008,2013,5,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1789,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Baja California (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Baja California,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Baja California,2008,2013,1,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1790,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Campeche (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Campeche,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Campeche,2008,2013,2,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1791,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Chiapas (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Chiapas,CONAPESCA,CONAPESCA,1,Camaron,Pacific,South Pacific,Chiapas,2008,2013,2,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1792,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Colima (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Colima,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Colima,2008,2013,1,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1793,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Guerrero (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Guerrero,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Guerrero,2008,2013,0,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1794,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Nayarit (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Nayarit,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Nayarit,2008,2013,2,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1795,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Oaxaca (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Oaxaca,CONAPESCA,CONAPESCA,1,Camaron,Pacific,South Pacific,Oaxaca,2008,2013,4,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1796,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Quintana Roo (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Quintana Roo,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Quintana Roo,2008,2013,3,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1797,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Sinaloa (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Sinaloa,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Sinaloa,2008,2013,5,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1798,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Sonora (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Sonora,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Sonora,2008,2013,3,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1799,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Tabasco (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Tabasco,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Tabasco,2008,2013,0,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1800,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Tamaulipas (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Tamaulipas,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Tamaulipas,2008,2013,5,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1801,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Veracruz (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Veracruz,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Veracruz,2008,2013,2,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1802,Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Yucatan (2008-2013),Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Yucatan,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Yucatan,2008,2013,0,Currency,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1803,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras, 2008-2013",Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados,CONAPESCA,CONAPESCA,1,Camaron,National,NA,NA,2008,2013,5,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1804,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Baja California (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Baja California,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Baja California,2008,2013,1,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1805,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Campeche (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Campeche,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Campeche,2008,2013,2,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1806,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Chiapas (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Chiapas,CONAPESCA,CONAPESCA,1,Camaron,Pacific,South Pacific,Chiapas,2008,2013,2,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1807,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Colima (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Colima,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Colima,2008,2013,1,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1808,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Guerrero (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Guerrero,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Guerrero,2008,2013,0,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1809,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Nayarit (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Nayarit,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Central Pacific,Nayarit,2008,2013,2,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1810,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Oaxaca (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Oaxaca,CONAPESCA,CONAPESCA,1,Camaron,Pacific,South Pacific,Oaxaca,2008,2013,4,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1811,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Quintana Roo (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Quintana Roo,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Quintana Roo,2008,2013,3,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1812,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Sinaloa (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Sinaloa,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Sinaloa,2008,2013,5,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1813,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Sonora (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Sonora,CONAPESCA,CONAPESCA,1,Camaron,Pacific,Gulf of California,Sonora,2008,2013,3,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1814,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Tabasco (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Tabasco,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Tabasco,2008,2013,0,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1815,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Tamaulipas (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Tamaulipas,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Tamaulipas,2008,2013,5,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1816,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Veracruz (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Veracruz,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,West Gulf of Mexico,Veracruz,2008,2013,2,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1817,Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Yucatan (2008-2013),Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Yucatan,CONAPESCA,CONAPESCA,1,Camaron,Atlantic,Banco Campeche Caribe,Yucatan,2008,2013,0,Counts,Year,State,SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Response,NA,NA,NA,NA
1818,Monto Recaudado por Premisos de Pesca Deportiva (2008-2013),Monto; Total; Premisos; Pesca; Deportiva; Pesos,CONAPESCA,CONAPESCA,1,Pesca Deportiva,National,NA,NA,2008,2013,6,Currency,Year,National,SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1819,Monto Recaudado por Premisos de Pesca Deportiva en Aguascalientes (2008-2013),Monto; Total; Premisos; Pesca; Deportiva; Pesos; Aguascalientes,CONAPESCA,CONAPESCA,1,Aguascalientes,Freshwater/Terrestrial,Freshwater/Terrestrial,Aguascalientes,2008,2013,6,Currency,Year,State,SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1820,Monto Recaudado por Premisos de Pesca Deportiva en Baja California (2008-2013),Monto; Total; Premisos; Pesca; Deportiva; Pesos; Baja California,CONAPESCA,CONAPESCA,1,Baja California,Pacific,Gulf of California,Baja California,2008,2013,6,Currency,Year,State,SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.,Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
