MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
588,Catch of Xiphias gladius in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Xiphias gladius,Andres Cisneros-Montemayor,SAU,1,Xiphias gladius,Pacific,,,1950,2010,59,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2116,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=113,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,28,-119
589,Catch of Malacanthidae in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Malacanthidae,Andres Cisneros-Montemayor,SAU,1,Malacanthidae,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2117,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=114,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,19,-112
590,Catch of Totoaba macdonaldi in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Totoaba macdonaldi,Andres Cisneros-Montemayor,SAU,1,Totoaba macdonaldi,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2118,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=115,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-110
591,Catch of Scombroidea in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Scombroidea,Andres Cisneros-Montemayor,SAU,1,Scombroidea,Pacific,,,1970,1975,6,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2119,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=116,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-110
592,Catch of Veneridae in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Veneridae,Andres Cisneros-Montemayor,SAU,1,Veneridae,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2120,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=117,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-115
593,Catch of Cynoscion in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Cynoscion,Andres Cisneros-Montemayor,SAU,1,Cynoscion,Pacific,,,1962,2010,46,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2121,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=118,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,30,-119
594,Catch of Litopenaeus vannamei in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Litopenaeus vannamei,Andres Cisneros-Montemayor,SAU,1,Litopenaeus vannamei,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2122,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=119,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-120
595,Catch of Lutjanus argentiventris in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus argentiventris,Andres Cisneros-Montemayor,SAU,1,Lutjanus argentiventris,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2123,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=120,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,29,-119
596,Catch of Thunnus albacares in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Thunnus albacares,Andres Cisneros-Montemayor,SAU,1,Thunnus albacares,Pacific,,,1950,2010,60,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2124,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=121,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,30,-117
597,Catch of Farfantepenaeus californiensis in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Farfantepenaeus californiensis,Andres Cisneros-Montemayor,SAU,1,Farfantepenaeus californiensis,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2125,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=122,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,26,-116
598,Catch of Seriola lalandi in Mexico (Pacific),Captura;  Reconstruida;  Pacifico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Seriola lalandi,Andres Cisneros-Montemayor,SAU,1,Seriola lalandi,Pacific,,,1950,2010,61,Weight,Year,Area,SAU eeZ 945 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2126,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=123,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,26,-115
599,National (State) Protected Areas of Mexico,reserva; biosfera; parque; monumento natural; recursos,CONANP,CONANP,1,MPA,National,,,2012,2016,3,Shapefile,Year,Georeference,"areas naturales Protegidas Federales de Mexico, Agosto 2012",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2012,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Response,,1,,,
600,National (State) Protected Areas of Mexico,reserva; biosfera; parque; monumento natural; recursos,CONANP,CONANP,1,MPA,National,,,2012,2016,3,Shapefile,Year,Georeference,"areas naturales Protegidas Federales de Mexico, Agosto 2012",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2012,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Response,,1,,,
601,"areas de importancia para la conservacion de las aves, 2015",area;  importancia;  aves;  Conservacion;  regionalizacion,CIPAMEX,CONABIO,1,Pajaros,National,,,2012,2012,1,Shapefile,Year,Georeference,"areas de importancia para la conservacion de las aves, 2015",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2015,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
602,Priority Hidrologic Regions,regionalizatcion;  biotico;  regiones;  hidrologicas;  prioridades,"L., V. Aguilar y J. Alcocer.",CONABIO,1,Cuerspos de Agua,National,,,2002,2002,1,Shapefile,Year,Georeference,Regiones Hidrologicas Prioritarias,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
603,Priority Marine Regions,Regiones Marinas Prioritarias de Mexico,CONABIO,CONABIO,1,Region Marina,National,,,2008,2008,1,Shapefile,Year,Georeference,Regiones Marinas Prioritarias de Mexico,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
604,Priority Marine Regions for Biodiversity Conservation,Prioridad ;Marina; Regiones; Biodiversidad; Conservacion; Area,CONABIO; CONANP; TNC; ProNAtura,CONABIO; CONANP; TNC; ProNAtura,1,Region Marina,National,,,2009,2009,1,Shapefile,Year,Georeference,Sitios prioritarios marinos para la conservacion de la biodiversidad,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
605,RAMSAR Sites in Mexico,Conservacion; mapa; ramsar; Manglar,CONANP,CONANP,1,Manglar,National,,,2014,2016,3,Shapefile,Year,Georeference,"Sitios RAMSAR de Mexico 2014, 2015 y 2016 (Subsetted database)",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Response,,1,,,
606,Zoonification of the Protected Area of the Terminos Lagoon,Terminos; laguna; Conservacion; area protegida; zoonificacion; fauna; flora,EPOMEX-UAC,EPOMEX-UAC,1,Terminos,Atlantic,Yucatan Peninsula,Laguna de Terminos,2000,2000,1,Shapefile,Year,Georeference,"Zoonificacion del Area de Proteccion de Flora y Fauna de la Laguna de Terminos, Campeche",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Response,,1,,,
607,Marine Geomorphology,Topografia; fondo oceano; costa; continente; plataforma,"Lugo-Hubp, Jose; Cordova, Carlos-FerNAndez, Arteaga",CONABIO,1,Oceano,National,,,1990,1990,1,Shapefile,Year,Georeference,Geomorfologia Marina,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
608,Geomorphology of Xcalak national Park,Topografia; Xcalak; Arrecife; Caribe; Profundidad,"HerNAndez H., et al",CONABIO,1,Xcalak,Atlantic,Yucatan Peninsula,Xcalak,2010,2010,1,Shapefile,Year,Georeference,Mapa de Batimetria del Parque nacional Arrecifes de Xcalak,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
609,Network of Weather Observatories,Climatologia; clima; GPS; estacion,CONABIO,CONABIO,1,Estaciones Climatologicas,National,,,1999,1999,1,Shapefile,Year,Georeference,Red de Observatorios Climatologicos,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
610,Mangrroves of Benito Juarez Municipality ,vegetation;  Manglar ,"Argeomatica, S.A. de C.V.","Argeomatica, S.A. de C.V.",1,Manglar ,Atlantic,Yucatan Peninsula,Benito Juarez,2004,2004,1,Shapefile,Year,Georeference,Manglares aislados en el municipio Benito Juarez,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
611,Zona Economica Exclusiva (EEZ),mapa; zona Economico; area exclusiva; EEZ,CONABIO,CONABIO,1,EEZ,National,,,2011,2011,1,Shapefile,Year,Georeference,Zona economica exclusiva de Mexico. Limimte nacional 1:250000,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2011,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
612,Human Population Information,Social; poblacion; indice social; ,CONABIO,CONABIO,1,Comunidad,National,,,,,117,Shapefile,,Georeference,Varias bases de datos,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,,,1,,,
613,Changes in Mangrove surface 1981-2005),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1981,2005,1,Shapefile,Year,Georeference,Cambios de la superficie de los manglares en Mexico (1981-2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
614,Changes in Mangrove surface (2005-2010),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2005,2010,1,Shapefile,Year,Georeference,Cambios de la superficie de los manglares en Mexico (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
615,Changes in Mangrove surface (2010-2015),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2010,2015,1,Shapefile,Year,Georeference,Cambios de la superficie de los manglares en Mexico (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
616,Mangrove distribution between (1970-1981),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1970,1981,1,Shapefile,Year,Georeference,Distribucion de los manglares en Mexico entre 1970-1981,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
617,Mangrove distribution in 2005,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2005,2005,1,Shapefile,Year,Georeference,Distribucion de los manglares en Mexico en 2005,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
618,Mangrove distribution in 2010,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2010,2010,1,Shapefile,Year,Georeference,Distribucion de los manglares en Mexico en 2010,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
619,Mangrove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,2015,2015,1,Shapefile,Year,Georeference,Distribucion de los manglares en Mexico en 2015,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
620,Disturbed Mangrove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,2015,2015,1,Shapefile,Year,Georeference,Distribucion de los manglares en Mexico en 2015,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
621,Changes in the landscape associated with Mangroves in the Gulf of Mexico  (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,1981,2005,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
622,Changes in the landscape associated with Mangroves in the Gulf of Mexico 2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,2005,2010,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
623,Changes in the landscape associated with Mangroves in the Gulf of Mexico  (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Atlantic,West Gulf of Mexico,Golfo de Mexico,2010,2015,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
624,Changes in the landscape associated with Mangroves in the Central Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific,1981,2005,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
625,Changes in the landscape associated with Mangroves in the Central Pacific 2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific,2005,2010,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
626,Changes in the landscape associated with Mangroves in the Central Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,South Pacific,Central Pacific,2010,2015,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
627,Changes in the landscape associated with Mangroves in the North Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific,1981,2005,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
628,Changes in the landscape associated with Mangroves in the North Pacific (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific,2005,2010,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
629,Changes in the landscape associated with Mangroves in the North Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of California,North Pacific,2010,2015,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
630,Changes in the landscape associated with Mangroves in the South Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,1981,2005,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
631,Changes in the landscape associated with Mangroves in the South Pacific (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,2005,2010,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
632,Changes in the landscape associated with Mangroves in the South Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,2010,2015,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
633,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,1981,2005,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
634,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2005,2010,1,Shapefile,Year,Georeference,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan(2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,1,,,
