MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty
539,Catch of Epinephelus striatus in Mexico,Captura; Reconstruida Datos; Epinephelus striatus,Cisneros-Montemayor AM,SAU,1,Epinephelus striatus,Atlantic,,na,1954,1966,5,Weight,Year,Atlantic,SAU EEZ 945 v1-200,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=167,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
540,Catch of Farfantepenaeus aztecus in Mexico,Captura; Reconstruida Datos; Farfantepenaeus aztecus,Cisneros-Montemayor AM,SAU,1,Farfantepenaeus aztecus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-201,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=168,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
541,Catch of Farfantepenaeus duorarum in Mexico,Captura; Reconstruida Datos; Farfantepenaeus duorarum,Cisneros-Montemayor AM,SAU,1,Farfantepenaeus duorarum,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-202,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=169,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
542,Catch of Mercenaria mercenaria in Mexico,Captura; Reconstruida Datos; Mercenaria mercenaria,Cisneros-Montemayor AM,SAU,1,Mercenaria mercenaria,Atlantic,,na,1964,2010,47,Weight,Year,Atlantic,SAU EEZ 945 v1-203,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=170,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
543,Catch of Lutjanus campechanus in Mexico,Captura; Reconstruida Datos; Lutjanus campechanus,Cisneros-Montemayor AM,SAU,1,Lutjanus campechanus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-204,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=171,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
544,Catch of Litopenaeus setiferus in Mexico,Captura; Reconstruida Datos; Litopenaeus setiferus,Cisneros-Montemayor AM,SAU,1,Litopenaeus setiferus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-205,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=172,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
545,Catch of Ginglymostoma cirratum in Mexico,Captura; Reconstruida Datos; Ginglymostoma cirratum,Cisneros-Montemayor AM,SAU,1,Ginglymostoma cirratum,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-206,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=173,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
546,Catch of Carcharhinus longimanus in Mexico,Captura; Reconstruida Datos; Carcharhinus longimanus,Cisneros-Montemayor AM,SAU,1,Carcharhinus longimanus,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-207,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=174,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
547,Catch of Octopoda in Mexico,Captura; Reconstruida Datos; Octopoda,Cisneros-Montemayor AM,SAU,1,Octopoda,Atlantic,,na,1975,1975,1,Weight,Year,Atlantic,SAU EEZ 945 v1-208,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=175,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
548,Catch of Octopus in Mexico,Captura; Reconstruida Datos; Octopus,Cisneros-Montemayor AM,SAU,1,Octopus,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-209,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=176,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
549,Catch of Marine pelagic fishes not identified in Mexico,Captura; Reconstruida Datos; Marine pelagic Pez not Identificacion,Cisneros-Montemayor AM,SAU,1,Marine pelagic fishes not identified,Atlantic,,na,1961,2010,50,Weight,Year,Atlantic,SAU EEZ 945 v1-210,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=177,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
550,Catch of Perciformes in Mexico,Captura; Reconstruida Datos; Perciformes,Cisneros-Montemayor AM,SAU,1,Perciformes,Atlantic,,na,1963,1975,13,Weight,Year,Atlantic,SAU EEZ 945 v1-211,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=178,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
551,Catch of Trachinotus in Mexico,Captura; Reconstruida Datos; Trachinotus,Cisneros-Montemayor AM,SAU,1,Trachinotus,Atlantic,,na,1954,2010,52,Weight,Year,Atlantic,SAU EEZ 945 v1-212,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=179,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
552,Catch of Calamus in Mexico,Captura; Reconstruida Datos; Calamus,Cisneros-Montemayor AM,SAU,1,Calamus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-213,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=180,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
553,Catch of Sparidae in Mexico,Captura; Reconstruida Datos; Sparidae,Cisneros-Montemayor AM,SAU,1,Sparidae,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-214,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=181,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
554,Catch of Epinephelus morio in Mexico,Captura; Reconstruida Datos; Epinephelus morio,Cisneros-Montemayor AM,SAU,1,Epinephelus morio,Atlantic,,na,1950,1975,26,Weight,Year,Atlantic,SAU EEZ 945 v1-215,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=182,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
555,Catch of Epinephelus guttatus in Mexico,Captura; Reconstruida Datos; Epinephelus guttatus,Cisneros-Montemayor AM,SAU,1,Epinephelus guttatus,Atlantic,,na,1954,1966,5,Weight,Year,Atlantic,SAU EEZ 945 v1-216,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=183,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
556,Catch of Farfantepenaeus brasiliensis in Mexico,Captura; Reconstruida Datos; Farfantepenaeus brasiliensis,Cisneros-Montemayor AM,SAU,1,Farfantepenaeus brasiliensis,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-217,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=184,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
557,Catch of Carcharhinidae in Mexico,Captura; Reconstruida Datos; Carcharhinidae,Cisneros-Montemayor AM,SAU,1,Carcharhinidae,Atlantic,,na,1994,2010,7,Weight,Year,Atlantic,SAU EEZ 945 v1-218,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=185,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
558,Catch of Sicyonia brevirostris in Mexico,Captura; Reconstruida Datos; Sicyonia brevirostris,Cisneros-Montemayor AM,SAU,1,Sicyonia brevirostris,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-219,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=186,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
559,Catch of Dasyatis in Mexico,Captura; Reconstruida Datos; Dasyatis,Cisneros-Montemayor AM,SAU,1,Dasyatis,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-220,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=187,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
560,Catch of Sardinella aurita in Mexico,Captura; Reconstruida Datos; Sardinella aurita,Cisneros-Montemayor AM,SAU,1,Sardinella aurita,Atlantic,,na,1963,2004,41,Weight,Year,Atlantic,SAU EEZ 945 v1-221,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=188,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
561,Catch of Carcharhinus plumbeus in Mexico,Captura; Reconstruida Datos; Carcharhinus plumbeus,Cisneros-Montemayor AM,SAU,1,Carcharhinus plumbeus,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-222,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=189,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
562,Catch of Sphyrna lewini in Mexico,Captura; Reconstruida Datos; Sphyrna lewini,Cisneros-Montemayor AM,SAU,1,Sphyrna lewini,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-223,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=190,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
563,Catch of Mycteroperca in Mexico,Captura; Reconstruida Datos; Mycteroperca,Cisneros-Montemayor AM,SAU,1,Mycteroperca,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-224,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=191,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
564,Catch of Ariidae in Mexico,Captura; Reconstruida Datos; Ariidae,Cisneros-Montemayor AM,SAU,1,Ariidae,Atlantic,,na,1963,2010,48,Weight,Year,Atlantic,SAU EEZ 945 v1-225,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=192,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
565,Catch of Gastropoda in Mexico,Captura; Reconstruida Datos; Gastropoda,Cisneros-Montemayor AM,SAU,1,Gastropoda,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-226,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=193,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
566,Catch of Epinephelus in Mexico,Captura; Reconstruida Datos; Epinephelus,Cisneros-Montemayor AM,SAU,1,Epinephelus,Atlantic,,na,1954,1983,30,Weight,Year,Atlantic,SAU EEZ 945 v1-227,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=194,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
567,Catch of Chondrichtyes in Mexico,Captura; Reconstruida Datos; Chondrichtyes,Cisneros-Montemayor AM,SAU,1,Chondrichtyes,Atlantic,,na,1970,1975,6,Weight,Year,Atlantic,SAU EEZ 945 v1-228,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=195,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
568,Catch of Elasmobranchii in Mexico,Captura; Reconstruida Datos; Elasmobranchii,Cisneros-Montemayor AM,SAU,1,Elasmobranchii,Atlantic,,na,1961,2010,49,Weight,Year,Atlantic,SAU EEZ 945 v1-229,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=196,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
569,Catch of Carcharhinus in Mexico,Captura; Reconstruida Datos; Carcharhinus,Cisneros-Montemayor AM,SAU,1,Carcharhinus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-230,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=197,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
570,Catch of Isurus oxyrinchus in Mexico,Captura; Reconstruida Datos; Isurus oxyrinchus,Cisneros-Montemayor AM,SAU,1,Isurus oxyrinchus,Atlantic,,na,1982,2010,24,Weight,Year,Atlantic,SAU EEZ 945 v1-231,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=198,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
571,Catch of Strongylocentrotus in Mexico,Captura; Reconstruida Datos; Strongylocentrotus,Cisneros-Montemayor AM,SAU,1,Strongylocentrotus,Atlantic,,na,1972,2001,28,Weight,Year,Atlantic,SAU EEZ 945 v1-232,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=199,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
572,Catch of Lutjanus vivanus in Mexico,Captura; Reconstruida Datos; Lutjanus vivanus,Cisneros-Montemayor AM,SAU,1,Lutjanus vivanus,Atlantic,,na,1954,1966,5,Weight,Year,Atlantic,SAU EEZ 945 v1-233,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=200,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
573,Catch of Carcharhinus falciformis in Mexico,Captura; Reconstruida Datos; Carcharhinus falciformis,Cisneros-Montemayor AM,SAU,1,Carcharhinus falciformis,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-234,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=201,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
574,Catch of Katsuwonus pelamis in Mexico,Captura; Reconstruida Datos; Katsuwonus pelamis,Cisneros-Montemayor AM,SAU,1,Katsuwonus pelamis,Atlantic,,na,1950,2010,52,Weight,Year,Atlantic,SAU EEZ 945 v1-235,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=202,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
575,Catch of Sphyrna zygaena in Mexico,Captura; Reconstruida Datos; Sphyrna zygaena,Cisneros-Montemayor AM,SAU,1,Sphyrna zygaena,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-236,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=203,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
576,Catch of Lutjanidae in Mexico,Captura; Reconstruida Datos; Lutjanidae,Cisneros-Montemayor AM,SAU,1,Lutjanidae,Atlantic,,na,1954,2010,53,Weight,Year,Atlantic,SAU EEZ 945 v1-237,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=204,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
577,Catch of Lutjanus in Mexico,Captura; Reconstruida Datos; Lutjanus,Cisneros-Montemayor AM,SAU,1,Lutjanus,Atlantic,,na,1954,1966,5,Weight,Year,Atlantic,SAU EEZ 945 v1-238,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=205,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
578,Catch of Centropomidae in Mexico,Captura; Reconstruida Datos; Centropomidae,Cisneros-Montemayor AM,SAU,1,Centropomidae,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-239,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=206,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
579,Catch of Scomberomorus in Mexico,Captura; Reconstruida Datos; Scomberomorus,Cisneros-Montemayor AM,SAU,1,Scomberomorus,Atlantic,,na,1950,1975,24,Weight,Year,Atlantic,SAU EEZ 945 v1-240,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=207,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
580,Catch of Cynoscion nebulosus in Mexico,Captura; Reconstruida Datos; Cynoscion nebulosus,Cisneros-Montemayor AM,SAU,1,Cynoscion nebulosus,Atlantic,,na,1950,2010,61,Weight,Year,Atlantic,SAU EEZ 945 v1-241,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=208,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
581,Catch of Teuthida in Mexico,Captura; Reconstruida Datos; Teuthida,Cisneros-Montemayor AM,SAU,1,Teuthida,Atlantic,,na,1965,1975,6,Weight,Year,Atlantic,SAU EEZ 945 v1-242,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=209,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
582,Catch of Xiphias gladius in Mexico,Captura; Reconstruida Datos; Xiphias gladius,Cisneros-Montemayor AM,SAU,1,Xiphias gladius,Atlantic,,na,1950,2010,59,Weight,Year,Atlantic,SAU EEZ 945 v1-243,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=210,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
583,Catch of Megalops atlanticus in Mexico,Captura; Reconstruida Datos; Megalops atlanticus,Cisneros-Montemayor AM,SAU,1,Megalops atlanticus,Atlantic,,na,1955,2010,34,Weight,Year,Atlantic,SAU EEZ 945 v1-244,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=211,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
584,Catch of Alopias vulpinus in Mexico,Captura; Reconstruida Datos; Alopias vulpinus,Cisneros-Montemayor AM,SAU,1,Alopias vulpinus,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-245,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=212,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
585,Catch of Alopias in Mexico,Captura; Reconstruida Datos; Alopias,Cisneros-Montemayor AM,SAU,1,Alopias,Atlantic,,na,1994,1994,1,Weight,Year,Atlantic,SAU EEZ 945 v1-246,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=213,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
586,Catch of Galeocerdo cuvier in Mexico,Captura; Reconstruida Datos; Galeocerdo cuvier,Cisneros-Montemayor AM,SAU,1,Galeocerdo cuvier,Atlantic,,na,1994,2010,7,Weight,Year,Atlantic,SAU EEZ 945 v1-247,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=214,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
587,Catch of Balistidae in Mexico,Captura; Reconstruida Datos; Balistidae,Cisneros-Montemayor AM,SAU,1,Balistidae,Atlantic,,na,1950,2010,59,Weight,Year,Atlantic,SAU EEZ 945 v1-248,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=215,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
588,Catch of Rhomboplites aurorubens in Mexico,Captura; Reconstruida Datos; Rhomboplites aurorubens,Cisneros-Montemayor AM,SAU,1,Rhomboplites aurorubens,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-249,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=216,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
589,Catch of Acanthocybium solandri in Mexico,Captura; Reconstruida Datos; Acanthocybium solandri,Cisneros-Montemayor AM,SAU,1,Acanthocybium solandri,Atlantic,,na,1960,2000,24,Weight,Year,Atlantic,SAU EEZ 945 v1-250,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=217,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
590,Catch of Cynoscion in Mexico,Captura; Reconstruida Datos; Cynoscion,Cisneros-Montemayor AM,SAU,1,Cynoscion,Atlantic,,na,2005,2010,6,Weight,Year,Atlantic,SAU EEZ 945 v1-251,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=218,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
591,Catch of Labridae in Mexico,Captura; Reconstruida Datos; Labridae,Cisneros-Montemayor AM,SAU,1,Labridae,Atlantic,,na,1954,2010,11,Weight,Year,Atlantic,SAU EEZ 945 v1-252,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=219,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
592,Catch of Mycteroperca venenosa in Mexico,Captura; Reconstruida Datos; Mycteroperca venenosa,Cisneros-Montemayor AM,SAU,1,Mycteroperca venenosa,Atlantic,,na,1954,1966,5,Weight,Year,Atlantic,SAU EEZ 945 v1-253,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=220,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
593,Catch of Thunnus albacares in Mexico,Captura; Reconstruida Datos; Thunnus albacares,Cisneros-Montemayor AM,SAU,1,Thunnus albacares,Atlantic,,na,1950,2010,59,Weight,Year,Atlantic,SAU EEZ 945 v1-254,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=221,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
594,Catch of Ocyurus chrysurus in Mexico,Captura; Reconstruida Datos; Ocyurus chrysurus,Cisneros-Montemayor AM,SAU,1,Ocyurus chrysurus,Atlantic,,na,1954,2010,51,Weight,Year,Atlantic,SAU EEZ 945 v1-255,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=222,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
595,National (State) Protected Areas of México,reserva; biosfera; parque; monumento natural; recursos,CONANP,CONANP,1,MPA,National,,,2012,2016,3,Shapefile,Year,Georeferenced,"Áreas naturales Protegidas Federales de México, Agosto 2012",Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2012,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
