MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_Name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_Name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,,
159,Historic Catch of Langostino for Jalisco,Langostino;Catch;Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Langostino, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
160,Historic Catch of Langostino for Michoacan,Langostino;Catch;Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Langostino, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
161,Historic Catch of Langostino for Nayarit,Langostino;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Langostino, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
162,Historic Catch of Langostino for Others,Langostino;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Langostino, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
163,Historic Catch of Langostino for Colima,Langostino;Catch;Colima ,SAGARPA,SAGARPA;CONAPESCA,1,Langostino,Pacific,South Pacific,Colima,2004,2013,10,Weight,Year,State,"Langostino, Colima: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
164,Historic Catch of Lisa for Baja California Sur,Lisa;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Lisa, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
165,Historic Catch of Lisa for Sinaloa,Lisa;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Lisa, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
166,Historic Catch of Lisa for Oaxaca,Lisa;Catch;Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Lisa, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
167,Historic Catch of Lisa for Others,Lisa;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Lisa, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
168,Historic Catch of Lisa for Veracruz,Lisa;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Lisa, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
169,Historic Catch of Lisa for Campeche,Lisa;Catch;Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Lisa, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
170,Historic Catch of Lisa for Tamaulipas,Lisa;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Lisa, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
171,Historic Catch of Lisa for Tabasco,Lisa;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Lisa, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
172,Historic Catch of Lisa for Guerrero,Lisa;Catch;Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Lisa, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
173,Historic Catch of Lisa for Nayarit,Lisa;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Lisa,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Lisa, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
174,Historic Catch of Mero for Quintana Roo,Mero;Catch;Quintana Roo ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Weight,Year,State,"Mero, Quintana Roo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
175,Historic Catch of Mero for Yucatan,Mero;Catch;Yucatan ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,Yucatan Peninsula,Yucatan,2004,2013,10,Weight,Year,State,"Mero, Yucatan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
176,Historic Catch of Mero for Veracruz,Mero;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Mero, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
177,Historic Catch of Mero for Campeche,Mero;Catch;Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Mero, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
178,Historic Catch of Mero for Tabasco,Mero;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Mero, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
179,Historic Catch of Mero for Michoacan,Mero;Catch;Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Mero, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
180,Historic Catch of Mero for Baja California Sur,Mero;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Mero, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
181,Historic Catch of Mero for Tamaulipas,Mero;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Mero, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
182,Historic Catch of Mero for Other,Mero;Catch;Other ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Freshwater/Terrestrial,Freshwater/Terrestrial,Other,2004,2013,10,Weight,Year,State,"Mero, Otro Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
183,Historic Catch of Mero for Chiapas,Mero;Catch;Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Mero,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,"Mero, Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
184,Historic Catch of Mojarra for Jalisco,Mojarra;Catch;Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Mojarra, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
185,Historic Catch of Mojarra for Michoacan,Mojarra;Catch;Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Mojarra, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
186,Historic Catch of Mojarra for Nayarit,Mojarra;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Mojarra, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
187,Historic Catch of Mojarra for Sinaloa,Mojarra;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Mojarra, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
188,Historic Catch of Mojarra for Others,Mojarra;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Mojarra, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
189,Historic Catch of Mojarra for Veracruz,Mojarra;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Mojarra, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
190,Historic Catch of Mojarra for Tabasco,Mojarra;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Mojarra, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
191,Historic Catch of Mojarra for Tamaulipas,Mojarra;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Mojarra, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
192,Historic Catch of Mojarra for Chiapas,Mojarra;Catch;Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,"Mojarra, Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
193,Historic Catch of Mojarra for Hidalgo,Mojarra;Catch;Hidalgo ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Freshwater/Terrestrial,Freshwater/Terrestrial,Hidalgo,2004,2013,10,Weight,Year,State,"Mojarra, Hidalgo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
194,Historic Catch of Ostion for Baja California Sur,Ostion;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Ostion, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
195,Historic Catch of Ostion for Sinaloa,Ostion;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Ostion, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
196,Historic Catch of Ostion for Oaxaca,Ostion;Catch;Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Ostion, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
197,Historic Catch of Ostion for Others,Ostion;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Ostion, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
198,Historic Catch of Ostion for Veracruz,Ostion;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Ostion, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
199,Historic Catch of Ostion for Tamaulipas,Ostion;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Ostion, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
200,Historic Catch of Ostion for Tabasco,Ostion;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Ostion, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
201,Historic Catch of Ostion for Guerrero,Ostion;Catch;Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Ostion, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
202,Historic Catch of Ostion for Nayarit,Ostion;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Ostion, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
203,Historic Catch of Ostion for Baja California,Ostion;Catch;Baja California ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Ostion, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
204,Historic Catch of Pulpo for Yucatan,Pulpo;Catch;Yucatan ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,Yucatan Peninsula,Yucatan,2004,2013,10,Weight,Year,State,"Pulpo, Yucatan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
205,Historic Catch of Pulpo for Campeche,Pulpo;Catch;Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Pulpo, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
206,Historic Catch of Pulpo for Jalisco,Pulpo;Catch;Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Pulpo, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
207,Historic Catch of Pulpo for Baja California Sur,Pulpo;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Pulpo, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
208,Historic Catch of Pulpo for Oaxaca,Pulpo;Catch;Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Pulpo, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
